sentence,entities
"“Today’s not bad ... outside all morning,” said Ron, 
who was running his finger down the Monday column 
of his schedule.",['Ron']
"Professor Trelawney kept 
predicting Harry’s death, which he found extremely 
annoying. 



",['Trelawney']
"“You’re eating again, I notice,” said Ron, watching 
Hermione adding liberal amounts of jam to her toast 
too. 

",['Ron']
"and you were hungry,” said Ron, grinning. 

",['Ron']
"On the other side of the Hall Draco 
Malfoy’s eagle owl had landed on his shoulder, 
carrying what looked like his usual supply of sweets 
and cakes from home.",['Malfoy']
"A booming bell echoed from the castle across the wet 
grounds, signaling the end of the lesson, and the 
class separated; the Hufflepuffs climbing the stone 

Page | 215 Harry Potter and the Goblet of Fire - J.K. Rowling 




steps for Transfiguration, and the Gryffindors heading 
in the other direction, down the sloping lawn toward 
Hagrid ’s small wooden cabin, which stood on the edge 
of the Forbidden Forest. 

",['Hagrid']
"Hagrid was standing outside his hut, one hand on the 
collar of his enormous black boarhound, Fang.",['Hagrid']
"Hagrid said, grinning at Harry, Ron, and 
Hermione.","['Ron', 'Hagrid']"
"“Come again?” said Ron. 

Hagrid pointed down into the crates. 

","['Ron', 'Hagrid']"
"Page | 216 



Harry Potter and the Goblet of Fire - J.K. Rowling 




“On’y jus’ hatched,” said Hagrid proudly, “so yeh’ll be 
able ter raise ’em yerselves!",['Hagrid']
"The speaker was Draco 
Malfoy.",['Malfoy']
"Hagrid looked stumped at the question. 

",['Hagrid']
"“I mean, what do they do?” asked Malfoy.",['Malfoy']
"“What is the 
point of them?” 

Hagrid opened his mouth, apparently thinking hard; 
there was a few seconds’ pause, then he said roughly, 
“Tha’s next lesson, Malfoy.","['Hagrid', 'Malfoy']"
"Nothing but deep affection for Hagrid could have 
made Harry, Ron, and Hermione pick up squelchy 
handfuls of frog liver and lower them into the crates 
to tempt the Blast-Ended Skrewts.","['Ron', 'Hagrid']"
"Hagrid hurried over to him, looking anxious. 



",['Hagrid']
"Page | 217 



Harry Potter and the Goblet of Fire - J.K. Rowling 




“Its end exploded!” said Dean angrily, showing Hagrid 
a burn on his hand. 

",['Hagrid']
"“Ah, yeah, that can happen when they blast off,” said 
Hagrid, nodding. 

",['Hagrid']
"“Eurgh, Hagrid, 
what’s that pointy thing on it?” 

“Ah, some of ’em have got stings,” said Hagrid 
enthusiastically (Lavender quickly withdrew her hand 
from the box).",['Hagrid']
"“Well, I can certainly see why we’re trying to keep 
them alive,” said Malfoy sarcastically.",['Malfoy']
"“Dragon 
blood’s amazingly magical, but you wouldn’t want a 
dragon for a pet, would you?” 

Harry and Ron grinned at Hagrid, who gave them a 
furtive smile from behind his bushy beard.","['Ron', 'Hagrid']"
"Hagrid 
would have liked nothing better than a pet dragon, as 
Harry, Ron, and Hermione knew only too well — he 
had owned one for a brief period during their first 
year, a vicious Norwegian Ridgeback by the name of 
Norbert.","['Ron', 'Hagrid']"
"Hagrid simply loved monstrous creatures, 
the more lethal, the better. 

",['Hagrid']
"“Well, at least the skrewts are small,” said Ron as 
they made their way back up to the castle for lunch 
an hour later. 



",['Ron']
"Page | 218 



Harry Potter and the Goblet of Fire - J.K. Rowling 




“They are now,” said Hermione in an exasperated 
voice, “but once Hagrid’s found out what they eat, I 
expect they’ll be six feet long.” 

",['Hagrid']
"“Well, that won’t matter if they turn out to cure 
seasickness or something, will it?” said Ron, grinning 
slyly at her. 

",['Ron']
"“You know perfectly well I only said that to shut 
Malfoy up,” said Hermione.",['Malfoy']
"Hermione 
began to eat so fast that Harry and Ron stared at her. 

",['Ron']
"“Er — is this the new stand on elf rights?” said Ron. 
",['Ron']
“What?” said Ron in disbelief.,['Ron']
"When the bell rang to signal the start of afternoon 
lessons, Harry and Ron set off for North Tower where, 
at the top of a tightly spiraling staircase, a silver 
stepladder led to a circular trapdoor in the ceiling, 
and the room where Professor Trelawney lived. 



","['Ron', 'Trelawney']"
"Harry and Ron walked through 
the mass of occupied chintz chairs and poufs that 
cluttered the room, and sat down at the same small 
circular table. 

",['Ron']
"“Good day,” said the misty voice of Professor 
Trelawney right behind Harry, making him jump. 

",['Trelawney']
"A very thin woman with enormous glasses that made 
her eyes appear far too large for her face, Professor 
Trelawney was peering down at Harry with the tragic 
expression she always wore whenever she saw him. 
",['Trelawney']
"Ron rolled his 
eyes at Harry, who looked stonily back.",['Ron']
"Professor 
Trelawney swept past them and seated herself in a 
large winged armchair before the fire, facing the class. 
",['Trelawney']
"Lavender Brown and Parvati Patil, who deeply 
admired Professor Trelawney, were sitting on poufs 
very close to her. 

",['Trelawney']
"The perfumed fire 
always made him feel sleepy and dull-witted, and 
Professor Trelawney’s rambling talks on fortune- 
telling never held him exactly spellbound — though 
he couldn’t help thinking about what she had just 
said to him.",['Trelawney']
"But Hermione was right, Harry thought irritably, 
Professor Trelawney really was an old fraud.",['Trelawney']
"well, 
unless you counted his fears that Sirius had been 
caught ... but what did Professor Trelawney know?",['Trelawney']
"and Dumbledore himself 
had said that he thought that trance had been 
genuine, when Harry had described it to him.",['Dumbledore']
"... 

“Harry\” Ron muttered. 

",['Ron']
"“I was saying, my dear, that you were clearly born 
under the baleful influence of Saturn,” said Professor 
Trelawney, a faint note of resentment in her voice at 



Page | 221 



Harry Potter and the Goblet of Fire - J.K. Rowling 




the fact that he had obviously not been hanging on 
her words. 

",['Trelawney']
"“Saturn, dear, the planet Saturn!” said Professor 
Trelawney, sounding definitely irritated that he wasn’t 
riveted by this news.",['Trelawney']
"Ron hastily turned his laugh into a hacking cough. 

",['Ron']
"“I’ve got two Neptunes here,” said Harry after a while, 
frowning down at his piece of parchment, “that can’t 
be right, can it?” 

“Aaaaah,” said Ron, imitating Professor Trelawney’s 
mystical whisper, “when two Neptunes appear in the 
sky, it is a sure sign that a midget in glasses is being 
born, Harry ...” 

Seamus and Dean, who were working nearby, 
sniggered loudly, though not loudly enough to mask 
the excited squeals from Lavender Brown — “Oh 
Professor, look!","['Ron', 'Trelawney']"
"Page | 222 



Harry Potter and the Goblet of Fire - J.K. Rowling 




“It is Uranus, my dear,” said Professor Trelawney, 
peering down at the chart. 

",['Trelawney']
"“Can I have a look at Uranus too, Lavender?” said 
Ron. 

",['Ron']
"Most unfortunately, Professor Trelawney heard him, 
and it was this, perhaps, that made her give them so 
much homework at the end of the class. 

",['Trelawney']
"“A detailed analysis of the way the planetary 
movements in the coming month will affect you, with 
reference to your personal chart,” she snapped, 
sounding much more like Professor McGonagall than 
her usual airy-fairy self.",['McGonagall']
"“Miserable old bat,” said Ron bitterly as they joined 
the crowds descending the staircases back to the 
Great Hall and dinner.",['Ron']
"“Well, bully for Professor Vector,” said Ron moodily. 

",['Ron']
"Harry, Ron, and Hermione turned.",['Ron']
"Malfoy, Crabbe, 
and Goyle were standing there, each looking 
thoroughly pleased about something. 



",['Malfoy']
"Page | 223 



Harry Potter and the Goblet of Fire - J.K. Rowling 




“What?” said Ron shortly. 



",['Ron']
"“Your dad’s in the paper, Weasley!” said Malfoy, 
brandishing a copy of the Daily Prophet and speaking 
very loudly, so that everyone in the packed entrance 
hall could hear.",['Malfoy']
"Malfoy looked up. 

",['Malfoy']
"Malfoy straightened the paper with a flourish and 
read on: 

Arnold Weasley, who was charged with possession of 
a flying car two years ago, was yesterday involved in 
a tussle with several Muggle law-keepers (“policemen”) 
over a number of highly aggressive dustbins.",['Malfoy']
"Mr. 
Weasley appears to have rushed to the aid of “Mad- 
Eye” Moody, the aged ex-Auror who retired from the 
Ministry when no longer able to tell the difference 
between a handshake and attempted murder. 
",['Mr.']
"Unsurprisingly, Mr. Weasley found, upon arrival at Mr. 
Moody ’s heavily guarded house, that Mr. Moody had 
once again raised a false alarm.","['Mr. Weasley', 'Mr.']"
"Mr. Weasley was 
Page | 224 Harry Potter and the Goblet of Fire - J.K. Rowling 




forced to modify several memories before he could 
escape from the policemen, but refused to answer 
Daily Prophet questions about why he had involved 
the Ministry in such an undignified and potentially 
embarrassing scene. 

",['Mr. Weasley']
"“And there’s a picture, Weasley!” said Malfoy, flipping 
the paper over and holding it up.",['Malfoy']
Ron was shaking with fury.,['Ron']
"“Get stuffed, Malfoy,” said Harry.",['Malfoy']
"“C’mon, Ron. ...” 

",['Ron']
"“Oh yeah, you were staying with them this summer, 
weren’t you, Potter?” sneered Malfoy.",['Malfoy']
"“You know your mother, Malfoy?” said Harry — both 
he and Hermione had grabbed the back of Ron’s 
robes to stop him from launching himself at Malfoy — 
“that expression she’s got, like she’s got dung under 
her nose?","['Ron', 'Malfoy']"
"Malfoy’s pale face went slightly pink. 

",['Malfoy']
"His wand was out and it 
was pointing right at a pure white ferret, which was 
shivering on the stone-flagged floor, exactly where 
Malfoy had been standing. 

",['Malfoy']
"Professor McGonagall was coming down the marble 
staircase with her arms full of books. 

",['McGonagall']
"“Hello, Professor McGonagall,” said Moody calmly, 
bouncing the ferret still higher. 

",['McGonagall']
"“What — what are you doing?” said Professor 
McGonagall, her eyes following the bouncing ferret’s 
progress through the air. 

",['McGonagall']
"“Teach — Moody, is that a student?” shrieked 
Professor McGonagall, the books spilling out of her 
arms. 

",['McGonagall']
"“No!” cried Professor McGonagall, running down the 
stairs and pulling out her wand; a moment later, with 
a loud snapping noise, Draco Malfoy had reappeared, 
lying in a heap on the floor with his sleek blond hair 

Page | 227 Harry Potter and the Goblet of Fire - J.K. Rowling 




all over his now brilliantly pink face.","['McGonagall', 'Malfoy']"
"“Moody, we never use Transfiguration as a 
punishment!” said Professor McGonagall weakly. 
",['McGonagall']
"“Surely Professor Dumbledore told you that?” 

",['Dumbledore']
"“I’ll do that, then,” said Moody, staring at Malfoy with 
great dislike. 

",['Malfoy']
"Malfoy, whose pale eyes were still watering with pain 
and humiliation, looked malevolently up at Moody 
and muttered something in which the words “my 
father” were distinguishable. 

",['Malfoy']
"Now, your Head of House’ll 
be Snape, will it?” 

",['Snape']
"“Yes,” said Malfoy resentfully. 

",['Malfoy']
"“I’ve been 
looking forward to a chat with old Snape. ...",['Snape']
"And he seized Malfoy’s upper arm and marched him 
off toward the dungeons. 



",['Malfoy']
"Page | 228 



Harry Potter and the Goblet of Fire - J.K. Rowling 




Professor McGonagall stared anxiously after them for 
a few moments, then waved her wand at her fallen 
books, causing them to soar up into the air and back 
into her arms. 

",['McGonagall']
"“Don’t talk to me,” Ron said quietly to Harry and 
Hermione as they sat down at the Gryffindor table a 
few minutes later, surrounded by excited talk on all 
sides about what had just happened. 

",['Ron']
"“Because I want to fix that in my memory forever,” 
said Ron, his eyes closed and an uplifted expression 
on his face.",['Ron']
"“Draco Malfoy, the amazing bouncing 
ferret ...” 

Harry and Hermione both laughed, and Hermione 
began doling beef casserole onto each of their plates. 

",['Malfoy']
"“He could have really hurt Malfoy, though,” she said. 
",['Malfoy']
"“It was good, really, that Professor McGonagall 
stopped it — ” 

“Hermione!” said Ron furiously, his eyes snapping 
open again, “you’re ruining the best moment of my 
life!” 

","['McGonagall', 'Ron']"
"“We had him this 
afternoon,” he told Harry and Ron. 

",['Ron']
"“Knows what?” said Ron, leaning forward. 

",['Ron']
"Ron dived into his bag for his schedule. 



",['Ron']
"Professor Snape, who seemed to have 
attained new levels of vindictiveness over the 
summer, gave Neville detention, and Neville returned 
from it in a state of nervous collapse, having been 
made to disembowel a barrel full of horned toads. 

",['Snape']
"“You know why Snape ’s in such a foul mood, don’t 
you?” said Ron to Harry as they watched Hermione 
teaching Neville a Scouring Charm to remove the frog 
guts from under his fingernails. 

","['Ron', 'Snape']"
"It was common knowledge that Snape really wanted 
the Dark Arts job, and he had now failed to get it for 
the fourth year running.",['Snape']
"Snape had disliked all of 
their previous Dark Arts teachers, and shown it — 
but he seemed strangely wary of displaying overt 
animosity to Mad-Eye Moody.",['Snape']
"Indeed, whenever Harry 
saw the two of them together — at mealtimes, or 

Page | 232 Harry Potter and the Goblet of Fire - J.K. Rowling 



when they passed in the corridors — he had the 
distinct impression that Snape was avoiding Moody’s 
eye, whether magical or normal. 

",['Snape']
"“I reckon Snape’s a bit scared of him, you know,” 
Harry said thoughtfully. 

",['Snape']
"“Imagine if Moody turned Snape into a horned toad,” 
said Ron, his eyes misting over, “and bounced him all 
around his dungeon. ...” 

","['Ron', 'Snape']"
"They returned the books to their bags, Ron looking 
excited. 



",['Ron']
"“Right then,” he said, when the last person had 
declared themselves present, “I’ve had a letter from 
Professor Lupin about this class.",['Lupin']
"Ron blurted out. 

",['Ron']
"Moody’s magical eye spun around to stare at Ron; 

Ron looked extremely apprehensive, but after a 
moment Moody smiled — the first time Harry had 
seen him do so.",['Ron']
"Ron looked 
deeply relieved. 

",['Ron']
Special favor to Dumbledore. ...,['Dumbledore']
"But Professor Dumbledore’s got 
a higher opinion of your nerves, he reckons you can 
cope, and I say, the sooner you know what you’re up 
against, the better.",['Dumbledore']
"You 
need to put that away, Miss Brown, when I’m 
talking.” 

",['Miss']
"Several hands rose tentatively into the air, including 
Ron’s and Hermione’s.",['Ron']
"Moody pointed at Ron, though 
his magical eye was still fixed on Lavender. 

",['Ron']
"“Er,” said Ron tentatively, “my dad told me about one. 
",['Ron']
"Harry 
felt Ron recoil slightly next to him — Ron hated 
spiders. 

",['Ron']
"Ron gave an involuntary shudder. 

",['Ron']
"Abandoning all pretense, Ron pushed his 
chair backward, as far away from Moody’s desk as 
possible. 

",['Ron']
"Several people looked uneasily around at her, 
including Ron. 

",['Ron']
"Several of the students stifled 
cries; Ron had thrown himself backward and almost 
toppled off his seat as the spider skidded toward him. 

",['Ron']
"“Hurry up,” she said tensely to Harry and Ron. 

",['Ron']
"“Not the ruddy library again?” said Ron. 

",['Ron']
"“Very interesting dinner — I 
mean lesson — what’s for eating?” 

Ron gave Harry a startled look. 

",['Ron']
"Neville looked pleadingly at Harry, Ron, and 
Hermione, but they didn’t say anything, so Neville 
had no choice but to allow himself to be steered away, 
one of Moody’s gnarled hands on his shoulder. 

",['Ron']
"“What was that about?” said Ron, watching Neville 
and Moody turn the corner. 

",['Ron']
"“Some lesson, though, eh?” said Ron to Harry as they 
set off for the Great Hall.",['Ron']
"But Ron fell suddenly silent at the look on Harry’s 
face and didn’t speak again until they reached the 

Page | 243 Harry Potter and the Goblet of Fire - J.K. Rowling 




Great Hall, when he said he supposed they had better 
make a start on Professor Trelawney’s predictions 
tonight, since they would take hours. 

","['Ron', 'Trelawney']"
"Hermione did not join in with Harry and Ron’s 
conversation during dinner, but ate furiously fast, 
and then left for the library again.",['Ron']
"Harry and Ron 
walked back to Gryffindor Tower, and Harry, who had 
been thinking of nothing else all through dinner, now 
raised the subject of the Unforgivable Curses himself. 

",['Ron']
"“Wouldn’t Moody and Dumbledore be in trouble with 
the Ministry if they knew we’d seen the curses?” 

",['Dumbledore']
"“Yeah, probably,” said Ron.",['Ron']
"“But Dumbledore’s always 
done things his way, hasn’t he, and Moody’s been 
getting in trouble for years, I reckon.",['Dumbledore']
"“I s’pose,” Ron groaned. 

",['Ron']
"It was the sort of thing Professor 
Lupin would have done. 

",['Lupin']
"Harry and Ron took their copies of Unfogging the 
Future back down to the common room, found a 
table, and set to work on their predictions for the 
coming month.",['Ron']
"An hour later, they had made very 
little progress, though their table was littered with 
bits of parchment bearing sums and symbols, and 
Harry’s brain was as fogged as though it had been 
filled with the fumes from Professor Trelawney’s fire. 

",['Trelawney']
"“You know,” said Ron, whose hair was on end 
because of all the times he had run his fingers 
through it in frustration, “I think it’s back to the old 
Divination standby.” 

",['Ron']
"“Yeah,” said Ron, sweeping the jumble of scrawled 
notes off the table, dipping his pen into some ink, and 
starting to write. 



",['Ron']
"“Yeah, you will be,” said Ron darkly, “we’re seeing the 
skrewts again on Monday.",['Ron']
"“Good one,” said Ron, copying it down.",['Ron']
"Page | 247 



Harry Potter and the Goblet of Fire - J.K. Rowling 




“So have I!” said Ron triumphantly, throwing down 
his quill. 

",['Ron']
"Hermione sat down, laid the things she was carrying 
in an empty armchair, and pulled Ron’s predictions 
toward her. 

",['Ron']
"“Ah well, at least I’m forewarned,” Ron yawned. 

",['Ron']
"“Oh am I?” said Ron, peering down at his predictions. 
",['Ron']
"“How dare you!” said Ron, in mock outrage.",['Ron']
"“It’s just an expression,” said Ron hastily. 

",['Ron']
"“Funny you should ask,” said Hermione, with a nasty 
look at Ron.",['Ron']
"“It’s S-P-E-W. 
Stands for the Society for the Promotion of Elfish 
Welfare.” 

“Never heard of it,” said Ron. 

",['Ron']
“Yeah?” said Ron in mild surprise.,['Ron']
"“And you think we want to walk around wearing 
badges saying ‘spew,’ do you?” said Ron. 

",['Ron']
"“Hermione — open your ears,” said Ron loudly.",['Ron']
"Page | 249 



Harry Potter and the Goblet of Fire - J.K. Rowling 




“Our short-term aims,” said Hermione, speaking even 
more loudly than Ron, and acting as though she 
hadn’t heard a word, “are to secure house-elves fair 
wages and working conditions.",['Ron']
"You’re treasurer, Ron — I’ve got you a 
collecting tin upstairs — and Harry, you’re secretary, 
so you might want to write down everything I’m 
saying now, as a record of our first meeting.” 

",['Ron']
"There was a pause in which Hermione beamed at the 
pair of them, and Harry sat, torn between 
exasperation at Hermione and amusement at the look 
on Ron’s face.",['Ron']
"The silence was broken, not by Ron, 
who in any case looked as though he was temporarily 
dumbstruck, but by a soft tap, tap on the window. 
",['Ron']
"Page | 250 



Harry Potter and the Goblet of Fire - J.K. Rowling 




“She’s got an answer!” said Ron excitedly, pointing at 
the grubby piece of parchment tied to Hedwig’s leg. 

",['Ron']
"If it hurts again , go straight to 
Dumbledore — they’re saying he’s got Mad-Eye out of 
retirement, which means he’s reading the signs, even if 
no one else is. 

",['Dumbledore']
"My best to Ron and Hermione. 

",['Ron']
"Sirius 

Harry looked up at Ron and Hermione, who stared 
back at him. 

",['Ron']
"“He’s 
coming back?” 

“Dumbledore’s reading what signs?” said Ron, looking 
perplexed.","['Ron', 'Dumbledore']"
"Page | 251 Harry Potter and the Goblet of Fire - J.K. Rowling 




“What are you on about?” said Ron in surprise. 



",['Ron']
"“It’s made him think he’s got to come back!” said 
Harry, now slamming his fist on the table so that 
Hedwig landed on the back of Ron’s chair, hooting 
indignantly.",['Ron']
"He heard Ron come up into the dormitory a short 
while later, but did not speak to him.",['Ron']
"He got up, dressed in the 
pale dawn light, left the dormitory without waking 
Ron, and went back down to the deserted common 
room.",['Ron']
"In the end, it was Harry suggesting she might 
be too tired, and that perhaps he would ask Ron to 
borrow Pigwidgeon, that made her stick out her leg 
and allow him to tie the letter to it. 

",['Ron']
"“That was a lie, Harry,” said Hermione sharply over 
breakfast, when he told her and Ron what he had 

Page | 254 Harry Potter and the Goblet of Fire - J.K. Rowling 




done.",['Ron']
"“Drop it,” said Ron sharply to Hermione as she 
opened her mouth to argue some more, and for once, 
Hermione heeded him, and fell silent. 

",['Ron']
"“You said — to use it 
against another human was — ” 

“Dumbledore wants you taught what it feels like,” 
said Moody, his magical eye swiveling onto Hermione 
and fixing her with an eerie, unblinking stare.",['Dumbledore']
"Harry 
and Ron grinned at each other.",['Ron']
"“Yeah, I know,” said Ron, who was skipping on every 
alternate step.",['Ron']
"Ron glanced nervously over his shoulder 
to check that Moody was definitely out of earshot and 
went on.",['Ron']
"Professor McGonagall explained why, when the 
class gave a particularly loud groan at the amount of 
Transfiguration homework she had assigned. 

",['McGonagall']
"Miss Granger remains the 
only person in this class who has managed to turn a 
hedgehog into a satisfactory pincushion.",['Miss Granger']
"Harry and Ron were deeply amused when Professor 
Trelawney told them that they had received top marks 
for their homework in their next Divination class.","['Ron', 'Trelawney']"
"Professor Snape was forcing them to research 
antidotes.",['Snape']
"Professor 
Flitwick had asked them to read three extra books in 
preparation for their lesson on Summoning Charms. 

",['Flitwick']
Even Hagrid was adding to their workload.,['Hagrid']
"Hagrid was delighted, and as part of their “project,” 
suggested that they come down to his hut on 
alternate evenings to observe the skrewts and make 
notes on their extraordinary behavior. 

",['Hagrid']
"“I will not,” said Draco Malfoy flatly when Hagrid had 
proposed this with the air of Father Christmas pulling 
an extra- large toy out of his sack.","['Hagrid', 'Malfoy']"
"Hagrid ’s smile faded off his face. 



",['Hagrid']
"I hear yeh made 
a good ferret, Malfoy.” 

",['Malfoy']
"Malfoy flushed 
with anger, but apparently the memory of Moody’s 
punishment was still sufficiently painful to stop him 
from retorting.",['Malfoy']
"Harry, Ron, and Hermione returned to 
the castle at the end of the lesson in high spirits; 
seeing Hagrid put down Malfoy was particularly 
satisfying, especially because Malfoy had done his 
very best to get Hagrid sacked the previous year. 

","['Ron', 'Hagrid', 'Malfoy']"
"Ron, the tallest of the three, 
stood on tiptoe to see over the heads in front of them 
and read the sign aloud to the other two: 

TRIWIZARD TOURNAMENT 

The delegations from Beauxbatons and Durmstrang 
will be arriving at 6 o’clock on Friday the 30th of 
October.",['Ron']
"Snape won’t have time to poison us all!” 

",['Snape']
"...” 



“Cedric?” said Ron blankly as Ernie hurried off. 

",['Ron']
"“That idiot, Hogwarts champion?” said Ron as they 
pushed their way through the chattering crowd 
toward the staircase. 

",['Ron']
"“You only like him because he’s handsome,” said Ron 
scathingly. 

",['Ron']
"Ron gave a loud false cough, which sounded oddly 
like “Lockhart\” 

The appearance of the sign in the entrance hall had a 
marked effect upon the inhabitants of the castle. 
",['Ron']
"Professor McGonagall barked at 
the end of one particularly difficult lesson, during 
which Neville had accidentally transplanted his own 
ears onto a cactus. 

",['McGonagall']
"Behind 
the teachers’ table, the largest banner of all bore the 
Hogwarts coat of arms: lion, eagle, badger, and snake 
united around a large letter H. 

Harry, Ron, and Hermione sat down beside Fred and 
George at the Gryffindor table.",['Ron']
"Ron led the way over to 
them. 



",['Ron']
"“Who’s avoiding you?” said Ron, sitting down next to 
them. 

",['Ron']
"Ron asked George. 

",['Ron']
"“Thought any more about trying to 
enter?” 

“I asked McGonagall how the champions are chosen 
but she wasn’t telling,” said George bitterly.",['McGonagall']
"“Wonder what the tasks are going to be?” said Ron 
thoughtfully.",['Ron']
"“McGonagall says the champions get awarded 
points according to how well they’ve done the tasks.” 

",['McGonagall']
"“What are you on about?” said Ron, though Harry 
thought he knew what was coming. 

",['Ron']
"His and Ron’s lack of enthusiasm 
had done nothing whatsoever to curb Hermione ’s 
determination to pursue justice for house-elves.",['Ron']
"She had been badgering Harry and Ron ever since, 
first to wear the badges, then to persuade others to do 
the same, and she had also taken to rattling around 
the Gryffindor common room every evening, cornering 
people and shaking the collecting tin under their 
noses. 

",['Ron']
"Ron now rolled his eyes at the ceiling, which was 
flooding them all in autumn sunlight, and Fred 
became extremely interested in his bacon (both twins 
had refused to buy a S.P.E.W. badge).",['Ron']
"Hermione 
stopped talking abruptly; she and Ron watched 
Hedwig anxiously as she fluttered down onto Harry’s 
shoulder, folded her wings, and held out her leg 
wearily. 

",['Ron']
"Then, checking 
that Fred and George were safely immersed in further 
discussions about the Tri-wizard Tournament, Harry 



Page | 265 



Harry Potter and the Goblet of Fire - J.K. Rowling 




read out Sirius’s letter in a whisper to Ron and 
Hermione. 



",['Ron']
"Ron asked 
in a low voice. 

",['Ron']
"When the bell rang early, Harry, 

Ron, and Hermione hurried up to Gryffindor Tower, 
deposited their bags and books as they had been 
instructed, pulled on their cloaks, and rushed back 
downstairs into the entrance hall. 

",['Ron']
"“Weasley, straighten your hat,” Professor McGonagall 
snapped at Ron.","['McGonagall', 'Ron']"
"“Miss Patil, take that ridiculous 
thing out of your hair.” 

",['Miss']
"“Follow me, please,” said Professor McGonagall.",['McGonagall']
"Harry, standing 
between Ron and Hermione in the fourth row from 
the front, saw Dennis Creevey positively shivering 
with anticipation among the other first years. 

",['Ron']
"“Nearly six,” said Ron, checking his watch and then 
staring down the drive that led to the front gates. 
",['Ron']
Ron suggested.,['Ron']
"He 
remembered what Mr. Weasley had said back at the 
campsite before the Quidditch World Cup: “always the 
same — we can’t resist showing off when we get 
together. ...” 

",['Mr. Weasley']
"And then Dumbledore called out from the back row 
where he stood with the other teachers — 

“Aha!",['Dumbledore']
"Harry had only ever seen one person as large as this 
woman in his life, and that was Hagrid; he doubted 
whether there was an inch difference in their heights. 
",['Hagrid']
"Yet somehow — maybe simply because he was used 
to Hagrid — this woman (now at the foot of the steps, 
Page | 269 Harry Potter and the Goblet of Fire - J.K. Rowling 




and looking around at the waiting, wide-eyed crowd) 
seemed even more unnaturally large.",['Hagrid']
"Dumbledore started to clap; the students, following 
his lead, broke into applause too, many of them 
standing on tiptoe, the better to look at this woman. 

",['Dumbledore']
"Her face relaxed into a gracious smile and she walked 
forward toward Dumbledore, extending a glittering 
hand.",['Dumbledore']
"Dumbledore, though tall himself, had barely to 
bend to kiss it. 

",['Dumbledore']
"“In excellent form, I thank you,” said Dumbledore. 

",['Dumbledore']
"“He should be here any moment,” said Dumbledore. 
",['Dumbledore']
"“But ze 
’orses — ” 

“Our Care of Magical Creatures teacher will be 
delighted to take care of them,” said Dumbledore, “the 
moment he has returned from dealing with a slight 
situation that has arisen with some of his other — er 
— charges.” 

",['Dumbledore']
"“Skrewts,” Ron muttered to Harry, grinning. 

",['Ron']
"“I assure you that Hagrid will be well up to the job,” 
said Dumbledore, smiling. 

","['Hagrid', 'Dumbledore']"
"“It will be attended to,” said Dumbledore, also bowing. 

",['Dumbledore']
"Seamus Finnigan said, leaning around 
Lavender and Parvati to address Harry and Ron. 

“Well, if they’re any bigger than this lot, even Hagrid 
won’t be able to handle them,” said Harry.","['Ron', 'Hagrid']"
"“Maybe they’ve escaped,” said Ron hopefully. 

",['Ron']
"But then — 

“Can you hear something?” said Ron suddenly. 

",['Ron']
"he said to Ron and Hermione. 

",['Ron']
“Dumbledore!”,['Dumbledore']
"“Blooming, thank you, Professor Karkaroff,” 
Dumbledore replied. 



",['Dumbledore']
"Page | 273 



Harry Potter and the Goblet of Fire - J.K. Rowling 




Karkaroff had a fruity, unctuous voice; when he 
stepped into the light pouring from the front doors of 
the castle they saw that he was tall and thin like 
Dumbledore, but his white hair was short, and his 
goatee (finishing in a small curl) did not entirely hide 
his rather weak chin.",['Dumbledore']
"When he reached Dumbledore, 
he shook hands with both of his own. 

",['Dumbledore']
"you don’t mind, Dumbledore?",['Dumbledore']
"He 
didn’t need the punch on the arm Ron gave him, or 
the hiss in his ear, to recognize that profile. 

",['Ron']
"Ron said, in a stunned voice, as 
the Hogwarts students filed back up the steps behind 
the party from Durmstrang.",['Ron']
"Viktor 
Kruml” 

“For heaven’s sake, Ron, he’s only a Quidditch 
player,” said Hermione. 

",['Ron']
"Ron said, looking at her as 
though he couldn’t believe his ears.",['Ron']
"“I’m getting his autograph if I can,” said Ron.",['Ron']
"Ron took care to sit on the side facing the 
doorway, because Krum and his fellow Durmstrang 
students were still gathered around it, apparently 
unsure about where they should sit.",['Ron']
"Ron hissed. 

",['Ron']
"Hermione, budge up, make a space — ” 

“What?” 

“Too late,” said Ron bitterly. 

",['Ron']
"Harry could 
see Malfoy, Crabbe, and Goyle looking very smug 
about this.",['Malfoy']
"As he watched, Malfoy bent forward to 
speak to Krum. 

",['Malfoy']
"“Yeah, that’s right, smarm up to him, Malfoy,” said 
Ron scathingly.","['Ron', 'Malfoy']"
"Harry was surprised to see 
that he added four chairs, two on either side of 
Dumbledore’s. 

",['Dumbledore']
“Eh?” said Ron vaguely.,['Ron']
"Last 
in line were Professor Dumbledore, Professor 
Karkaroff, and Madame Maxime.",['Dumbledore']
"The Beauxbatons party appeared quite 
unembarrassed, however, and did not resume their 
seats until Madame Maxime had sat down on 
Page | 277 Harry Potter and the Goblet of Fire - J.K. Rowling 




Dumbledore ’s left-hand side.",['Dumbledore']
"Dumbledore remained 
standing, and a silence fell over the Great Hall. 

",['Dumbledore']
"“Good evening, ladies and gentlemen, ghosts and — 
most particularly — guests,” said Dumbledore, 
beaming around at the foreign students.",['Dumbledore']
"“The tournament will be officially opened at the end of 
the feast,” said Dumbledore.",['Dumbledore']
