start_sent,sentences,entities
2405,"“I hope 
there’s something good for lunch, I’m starving,” she 
added, and she marched off toward the Great Hall. 

 “D’you get the feeling Hermione ’s not telling us 
something?” Ron asked Harry. 



","['hope', 'Hall', 'Hermione', 'the', 'Harry', 'Ron']"
2406,"“D’you get the feeling Hermione ’s not telling us 
something?” Ron asked Harry. 



 Professor Lupin wasn’t there when they arrived at his 
first Defense Against the Dark Arts lesson.","['Hermione', 'the', 'Harry', 'Lupin', 'Ron']"
2407,"Ron asked Harry. 



 Professor Lupin wasn’t there when they arrived at his 
first Defense Against the Dark Arts lesson. They all 
sat down, took out their books, quills, and 
parchment, and were talking when he finally entered 
the room.","['Harry', 'Lupin', 'Ron', 'the']"
2408,"Professor Lupin wasn’t there when they arrived at his 
first Defense Against the Dark Arts lesson. They all 
sat down, took out their books, quills, and 
parchment, and were talking when he finally entered 
the room. Lupin smiled vaguely and placed his tatty 
old briefcase on the teacher’s desk.","['Lupin', 'the']"
2409,"They all 
sat down, took out their books, quills, and 
parchment, and were talking when he finally entered 
the room. Lupin smiled vaguely and placed his tatty 
old briefcase on the teacher’s desk. He was as shabby 
as ever but looked healthier than he had on the train, 
as though he had had a few square meals. 

","['Lupin', 'the']"
2410,"Lupin smiled vaguely and placed his tatty 
old briefcase on the teacher’s desk. He was as shabby 
as ever but looked healthier than he had on the train, 
as though he had had a few square meals. 

 “Good afternoon,” he said.","['Lupin', 'the']"
2411,"He was as shabby 
as ever but looked healthier than he had on the train, 
as though he had had a few square meals. 

 “Good afternoon,” he said. “Would you please put all 
your books back in your bags.",['the']
2414,"Today’s will be a 
practical lesson. You will need only your wands.” 

 A few curious looks were exchanged as the class put 
away their books.",['the']
2415,"You will need only your wands.” 

 A few curious looks were exchanged as the class put 
away their books. They had never had a practical 
Defense Against the Dark Arts before, unless you 
counted the memorable class last year when their old 
teacher had brought a cageful of pixies to class and 
set them loose. 

",['the']
2416,"A few curious looks were exchanged as the class put 
away their books. They had never had a practical 
Defense Against the Dark Arts before, unless you 
counted the memorable class last year when their old 
teacher had brought a cageful of pixies to class and 
set them loose. 

 “Right then,” said Professor Lupin, when everyone 
was ready.","['Lupin', 'the']"
2417,"They had never had a practical 
Defense Against the Dark Arts before, unless you 
counted the memorable class last year when their old 
teacher had brought a cageful of pixies to class and 
set them loose. 

 “Right then,” said Professor Lupin, when everyone 
was ready. “If you’d follow me.” 

","['Lupin', 'the']"
2418,"“Right then,” said Professor Lupin, when everyone 
was ready. “If you’d follow me.” 

 Puzzled but interested, the class got to its feet and 
followed Professor Lupin out of the classroom.","['Lupin', 'the']"
2419,"“If you’d follow me.” 

 Puzzled but interested, the class got to its feet and 
followed Professor Lupin out of the classroom. He led 
them along the deserted corridor and around a 
corner, where the first thing they saw was Peeves the 
Poltergeist, who was floating upside down in midair 
and stuffing the nearest keyhole with chewing gum. 
","['Lupin', 'Peeves', 'the']"
2420,"Puzzled but interested, the class got to its feet and 
followed Professor Lupin out of the classroom. He led 
them along the deserted corridor and around a 
corner, where the first thing they saw was Peeves the 
Poltergeist, who was floating upside down in midair 
and stuffing the nearest keyhole with chewing gum. 
 Page | 144 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




Peeves didn’t look up until Professor Lupin was two 
feet away; then he wiggled his curly-toed feet and 
broke into song. 

","['Harry Potter', 'Lupin', 'Peeves', 'the']"
2421,"He led 
them along the deserted corridor and around a 
corner, where the first thing they saw was Peeves the 
Poltergeist, who was floating upside down in midair 
and stuffing the nearest keyhole with chewing gum. 
 Page | 144 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




Peeves didn’t look up until Professor Lupin was two 
feet away; then he wiggled his curly-toed feet and 
broke into song. 

 “Loony, loopy Lupin,” Peeves sang.","['Peeves', 'the', 'Harry Potter', 'Loony', 'Lupin']"
2422,"Page | 144 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




Peeves didn’t look up until Professor Lupin was two 
feet away; then he wiggled his curly-toed feet and 
broke into song. 

 “Loony, loopy Lupin,” Peeves sang. “Loony, loopy 
Lupin, loony, loopy Lupin — ” 

Rude and unmanageable as he almost always was, 
Peeves usually showed some respect toward the 
teachers.","['loony', 'Peeves', 'the', 'Harry Potter', 'Loony', 'Lupin']"
2423,"“Loony, loopy Lupin,” Peeves sang. “Loony, loopy 
Lupin, loony, loopy Lupin — ” 

Rude and unmanageable as he almost always was, 
Peeves usually showed some respect toward the 
teachers. Everyone looked quickly at Professor Lupin 
to see how he would take this; to their surprise, he 
was still smiling. 

","['loony', 'Peeves', 'the', 'Loony', 'Lupin']"
2424,"“Loony, loopy 
Lupin, loony, loopy Lupin — ” 

Rude and unmanageable as he almost always was, 
Peeves usually showed some respect toward the 
teachers. Everyone looked quickly at Professor Lupin 
to see how he would take this; to their surprise, he 
was still smiling. 

 “I’d take that gum out of the keyhole if I were you, 
Peeves,” he said pleasantly.","['loony', 'Peeves', 'the', 'Loony', 'Lupin']"
2425,"Everyone looked quickly at Professor Lupin 
to see how he would take this; to their surprise, he 
was still smiling. 

 “I’d take that gum out of the keyhole if I were you, 
Peeves,” he said pleasantly. “Mr. Filch won’t be able to 
get in to his brooms.” 

","['able', 'Lupin', 'Peeves', 'the']"
2426,"“I’d take that gum out of the keyhole if I were you, 
Peeves,” he said pleasantly. “Mr. Filch won’t be able to 
get in to his brooms.” 

 Filch was the Hogwarts caretaker, a bad-tempered, 
failed wizard who waged a constant war against the 
students and, indeed, Peeves.","['able', 'Peeves', 'the']"
2427,"“Mr. Filch won’t be able to 
get in to his brooms.” 

 Filch was the Hogwarts caretaker, a bad-tempered, 
failed wizard who waged a constant war against the 
students and, indeed, Peeves. However, Peeves paid 
no attention to Professor Lupin’s words, except to 
blow a loud wet raspberry. 

","['able', 'Lupin', 'Peeves', 'the']"
2428,"Filch was the Hogwarts caretaker, a bad-tempered, 
failed wizard who waged a constant war against the 
students and, indeed, Peeves. However, Peeves paid 
no attention to Professor Lupin’s words, except to 
blow a loud wet raspberry. 

 Professor Lupin gave a small sigh and took out his 
wand. 

","['Lupin', 'Peeves', 'the']"
2429,"However, Peeves paid 
no attention to Professor Lupin’s words, except to 
blow a loud wet raspberry. 

 Professor Lupin gave a small sigh and took out his 
wand. 

 “This is a useful little spell,” he told the class over his 
shoulder.","['Lupin', 'Peeves', 'the']"
2430,"Professor Lupin gave a small sigh and took out his 
wand. 

 “This is a useful little spell,” he told the class over his 
shoulder. “Please watch closely.” 

","['Lupin', 'the']"
2431,"“This is a useful little spell,” he told the class over his 
shoulder. “Please watch closely.” 

 He raised the wand to shoulder height, said, 

“ Waddiwasil ” and pointed it at Peeves. 

","['Peeves', 'the']"
2432,"“Please watch closely.” 

 He raised the wand to shoulder height, said, 

“ Waddiwasil ” and pointed it at Peeves. 

 With the force of a bullet, the wad of chewing gum 
shot out of the keyhole and straight down Peeves ’s left 
nostril; he whirled upright and zoomed away, cursing. 

","['Peeves', 'the']"
2433,"He raised the wand to shoulder height, said, 

“ Waddiwasil ” and pointed it at Peeves. 

 With the force of a bullet, the wad of chewing gum 
shot out of the keyhole and straight down Peeves ’s left 
nostril; he whirled upright and zoomed away, cursing. 

 “Cool, sir!” said Dean Thomas in amazement. 



","['Dean Thomas', 'Peeves', 'the']"
2434,"With the force of a bullet, the wad of chewing gum 
shot out of the keyhole and straight down Peeves ’s left 
nostril; he whirled upright and zoomed away, cursing. 

 “Cool, sir!” said Dean Thomas in amazement. 



 Page | 145 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




“Thank you, Dean,” said Professor Lupin, putting his 
wand away again.","['Dean', 'Lupin', 'Peeves', 'the', 'Harry Potter', 'Dean Thomas']"
2435,"“Cool, sir!” said Dean Thomas in amazement. 



 Page | 145 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




“Thank you, Dean,” said Professor Lupin, putting his 
wand away again. “Shall we proceed?” 

","['Dean', 'Lupin', 'the', 'Harry Potter', 'Dean Thomas']"
2436,"Page | 145 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




“Thank you, Dean,” said Professor Lupin, putting his 
wand away again. “Shall we proceed?” 

 They set off again, the class looking at shabby 
Professor Lupin with increased respect.","['Dean', 'Harry Potter', 'Lupin', 'the']"
2437,"“Shall we proceed?” 

 They set off again, the class looking at shabby 
Professor Lupin with increased respect. He led them 
down a second corridor and stopped, right outside the 
staffroom door. 

","['Lupin', 'the']"
2438,"They set off again, the class looking at shabby 
Professor Lupin with increased respect. He led them 
down a second corridor and stopped, right outside the 
staffroom door. 

 “Inside, please,” said Professor Lupin, opening it and 
standing back. 

","['Lupin', 'the']"
2439,"He led them 
down a second corridor and stopped, right outside the 
staffroom door. 

 “Inside, please,” said Professor Lupin, opening it and 
standing back. 

 The staffroom, a long, paneled room full of old, 
mismatched chairs, was empty except for one teacher. 
","['The', 'Lupin', 'the']"
2440,"“Inside, please,” said Professor Lupin, opening it and 
standing back. 

 The staffroom, a long, paneled room full of old, 
mismatched chairs, was empty except for one teacher. 
 Professor Snape was sitting in a low armchair, and he 
looked around as the class filed in.","['The', 'Lupin', 'Snape', 'the']"
2441,"The staffroom, a long, paneled room full of old, 
mismatched chairs, was empty except for one teacher. 
 Professor Snape was sitting in a low armchair, and he 
looked around as the class filed in. His eyes were 
glittering and there was a nasty sneer playing around 
his mouth.","['The', 'Snape', 'the']"
2442,"Professor Snape was sitting in a low armchair, and he 
looked around as the class filed in. His eyes were 
glittering and there was a nasty sneer playing around 
his mouth. As Professor Lupin came in and made to 
close the door behind him, Snape said, “Leave it open, 
Lupin.","['Snape', 'Lupin', 'the']"
2443,"His eyes were 
glittering and there was a nasty sneer playing around 
his mouth. As Professor Lupin came in and made to 
close the door behind him, Snape said, “Leave it open, 
Lupin. Td rather not witness this.” 

","['Lupin', 'Snape', 'the']"
2444,"As Professor Lupin came in and made to 
close the door behind him, Snape said, “Leave it open, 
Lupin. Td rather not witness this.” 

 He got to his feet and strode past the class, his black 
robes billowing behind him.","['black', 'Lupin', 'Snape', 'the']"
2445,"Td rather not witness this.” 

 He got to his feet and strode past the class, his black 
robes billowing behind him. At the doorway he turned 
on his heel and said, “Possibly no one’s warned you, 
Lupin, but this class contains Neville Longbottom.","['Neville Longbottom', 'Lupin', 'black', 'the']"
2446,"He got to his feet and strode past the class, his black 
robes billowing behind him. At the doorway he turned 
on his heel and said, “Possibly no one’s warned you, 
Lupin, but this class contains Neville Longbottom. I 
would advise you not to entrust him with anything 
difficult.","['Neville Longbottom', 'Lupin', 'black', 'the']"
2447,"At the doorway he turned 
on his heel and said, “Possibly no one’s warned you, 
Lupin, but this class contains Neville Longbottom. I 
would advise you not to entrust him with anything 
difficult. Not unless Miss Granger is hissing 
instructions in his ear.” 

","['Neville Longbottom', 'Lupin', 'Miss Granger', 'the']"
2448,"I 
would advise you not to entrust him with anything 
difficult. Not unless Miss Granger is hissing 
instructions in his ear.” 

 Neville went scarlet.","['Neville', 'scarlet', 'Miss Granger']"
2449,"Not unless Miss Granger is hissing 
instructions in his ear.” 

 Neville went scarlet. Harry glared at Snape; it was bad 
enough that he bullied Neville in his own classes, let 
alone doing it in front of other teachers. 

","['scarlet', 'Snape', 'Neville', 'Harry', 'Miss Granger']"
2450,"Neville went scarlet. Harry glared at Snape; it was bad 
enough that he bullied Neville in his own classes, let 
alone doing it in front of other teachers. 

 Professor Lupin had raised his eyebrows. 

","['scarlet', 'Snape', 'Neville', 'Harry', 'Lupin']"
2451,"Harry glared at Snape; it was bad 
enough that he bullied Neville in his own classes, let 
alone doing it in front of other teachers. 

 Professor Lupin had raised his eyebrows. 

 “I was hoping that Neville would assist me with the 
first stage of the operation,” he said, “and I am sure 
he will perform it admirably.” 



","['the', 'Snape', 'Neville', 'Harry', 'Lupin']"
2452,"Professor Lupin had raised his eyebrows. 

 “I was hoping that Neville would assist me with the 
first stage of the operation,” he said, “and I am sure 
he will perform it admirably.” 



 Page | 146 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




Neville’s face went, if possible, even redder.","['the', 'Harry Potter', 'face', 'Neville', 'Lupin']"
2453,"“I was hoping that Neville would assist me with the 
first stage of the operation,” he said, “and I am sure 
he will perform it admirably.” 



 Page | 146 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




Neville’s face went, if possible, even redder. Snape’s 
lip curled, but he left, shutting the door with a snap. 

","['the', 'Harry Potter', 'Snape', 'face', 'Neville']"
2454,"Page | 146 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




Neville’s face went, if possible, even redder. Snape’s 
lip curled, but he left, shutting the door with a snap. 

 “Now, then,” said Professor Lupin, beckoning the 
class toward the end of the room, where there was 
nothing but an old wardrobe where the teachers kept 
their spare robes.","['the', 'Harry Potter', 'Snape', 'face', 'Neville', 'Lupin']"
2455,"Snape’s 
lip curled, but he left, shutting the door with a snap. 

 “Now, then,” said Professor Lupin, beckoning the 
class toward the end of the room, where there was 
nothing but an old wardrobe where the teachers kept 
their spare robes. As Professor Lupin went to stand 
next to it, the wardrobe gave a sudden wobble, 
banging off the wall. 

","['Snape', 'Lupin', 'the']"
2456,"“Now, then,” said Professor Lupin, beckoning the 
class toward the end of the room, where there was 
nothing but an old wardrobe where the teachers kept 
their spare robes. As Professor Lupin went to stand 
next to it, the wardrobe gave a sudden wobble, 
banging off the wall. 

 “Nothing to worry about,” said Professor Lupin calmly 
because a few people had jumped backward in alarm. 
","['Lupin', 'the']"
2457,"As Professor Lupin went to stand 
next to it, the wardrobe gave a sudden wobble, 
banging off the wall. 

 “Nothing to worry about,” said Professor Lupin calmly 
because a few people had jumped backward in alarm. 
 “There’s a boggart in there.” 

","['Lupin', 'the']"
2458,"“Nothing to worry about,” said Professor Lupin calmly 
because a few people had jumped backward in alarm. 
 “There’s a boggart in there.” 

 Most people seemed to feel that this was something to 
worry about.",['Lupin']
2459,"“There’s a boggart in there.” 

 Most people seemed to feel that this was something to 
worry about. Neville gave Professor Lupin a look of 
pure terror, and Seamus Finnigan eyed the now 
rattling doorknob apprehensively. 

","['Neville', 'the', 'Lupin', 'Seamus Finnigan']"
2460,"Most people seemed to feel that this was something to 
worry about. Neville gave Professor Lupin a look of 
pure terror, and Seamus Finnigan eyed the now 
rattling doorknob apprehensively. 

 “Boggarts like dark, enclosed spaces,” said Professor 
Lupin.","['Neville', 'the', 'Lupin', 'Seamus Finnigan']"
2461,"Neville gave Professor Lupin a look of 
pure terror, and Seamus Finnigan eyed the now 
rattling doorknob apprehensively. 

 “Boggarts like dark, enclosed spaces,” said Professor 
Lupin. “Wardrobes, the gap beneath beds, the 
cupboards under sinks — I’ve even met one that had 
lodged itself in a grandfather clock.","['Neville', 'the', 'Lupin', 'Seamus Finnigan']"
2462,"“Boggarts like dark, enclosed spaces,” said Professor 
Lupin. “Wardrobes, the gap beneath beds, the 
cupboards under sinks — I’ve even met one that had 
lodged itself in a grandfather clock. This one moved in 
yesterday afternoon, and I asked the headmaster if 
the staff would leave it to give my third years some 
practice. 

","['Lupin', 'the']"
2463,"“Wardrobes, the gap beneath beds, the 
cupboards under sinks — I’ve even met one that had 
lodged itself in a grandfather clock. This one moved in 
yesterday afternoon, and I asked the headmaster if 
the staff would leave it to give my third years some 
practice. 

 “So, the first question we must ask ourselves is, what 
is a boggart?” 

",['the']
2464,"This one moved in 
yesterday afternoon, and I asked the headmaster if 
the staff would leave it to give my third years some 
practice. 

 “So, the first question we must ask ourselves is, what 
is a boggart?” 

 Hermione put up her hand. 

","['Hermione', 'the']"
2465,"“So, the first question we must ask ourselves is, what 
is a boggart?” 

 Hermione put up her hand. 

 “It’s a shape-shifter,” she said.","['Hermione', 'the']"
2466,"Hermione put up her hand. 

 “It’s a shape-shifter,” she said. “It can take the shape 
of whatever it thinks will frighten us most.” 

","['Hermione', 'the']"
2467,"“It’s a shape-shifter,” she said. “It can take the shape 
of whatever it thinks will frighten us most.” 

 “Couldn’t have put it better myself,” said Professor 
Lupin, and Hermione glowed.","['Hermione', 'Lupin', 'the']"
2468,"“It can take the shape 
of whatever it thinks will frighten us most.” 

 “Couldn’t have put it better myself,” said Professor 
Lupin, and Hermione glowed. “So the boggart sitting 
in the darkness within has not yet assumed a form. 

","['Hermione', 'Lupin', 'the']"
2469,"“Couldn’t have put it better myself,” said Professor 
Lupin, and Hermione glowed. “So the boggart sitting 
in the darkness within has not yet assumed a form. 

 He does not yet know what will frighten the person on 

Page | 147 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




the other side of the door.","['Hermione', 'Harry Potter', 'Lupin', 'the']"
2470,"“So the boggart sitting 
in the darkness within has not yet assumed a form. 

 He does not yet know what will frighten the person on 

Page | 147 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




the other side of the door. Nobody knows what a 
boggart looks like when he is alone, but when I let 
him out, he will immediately become whatever each of 
us most fears. 

","['Harry Potter', 'the']"
2471,"He does not yet know what will frighten the person on 

Page | 147 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




the other side of the door. Nobody knows what a 
boggart looks like when he is alone, but when I let 
him out, he will immediately become whatever each of 
us most fears. 

 “This means,” said Professor Lupin, choosing to 
ignore Neville’s small sputter of terror, “that we have a 
huge advantage over the boggart before we begin. 

","['Neville', 'Harry Potter', 'Lupin', 'the']"
2472,"Nobody knows what a 
boggart looks like when he is alone, but when I let 
him out, he will immediately become whatever each of 
us most fears. 

 “This means,” said Professor Lupin, choosing to 
ignore Neville’s small sputter of terror, “that we have a 
huge advantage over the boggart before we begin. 

 Have you spotted it, Harry?” 

Trying to answer a question with Hermione next to 
him, bobbing up and down on the balls of her feet 
with her hand in the air, was very off-putting, but 
Harry had a go. 

","['Hermione', 'the', 'Neville', 'Harry', 'Lupin']"
2473,"“This means,” said Professor Lupin, choosing to 
ignore Neville’s small sputter of terror, “that we have a 
huge advantage over the boggart before we begin. 

 Have you spotted it, Harry?” 

Trying to answer a question with Hermione next to 
him, bobbing up and down on the balls of her feet 
with her hand in the air, was very off-putting, but 
Harry had a go. 

 “Er — because there are so many of us, it won’t know 
what shape it should be?” 

","['Hermione', 'the', 'Neville', 'Harry', 'Lupin']"
2474,"Have you spotted it, Harry?” 

Trying to answer a question with Hermione next to 
him, bobbing up and down on the balls of her feet 
with her hand in the air, was very off-putting, but 
Harry had a go. 

 “Er — because there are so many of us, it won’t know 
what shape it should be?” 

 “Precisely,” said Professor Lupin, and Hermione put 
her hand down, looking a little disappointed.","['Hermione', 'Harry', 'Lupin', 'the']"
2475,"“Er — because there are so many of us, it won’t know 
what shape it should be?” 

 “Precisely,” said Professor Lupin, and Hermione put 
her hand down, looking a little disappointed. “It’s 
always best to have company when you’re dealing 
with a boggart.","['Hermione', 'Lupin']"
2476,"“Precisely,” said Professor Lupin, and Hermione put 
her hand down, looking a little disappointed. “It’s 
always best to have company when you’re dealing 
with a boggart. He becomes confused.","['Hermione', 'Lupin']"
2480,"I 
once saw a boggart make that very mistake — tried to 
frighten two people at once and turned himself into 
half a slug. Not remotely frightening. 

 “The charm that repels a boggart is simple, yet it 
requires force of mind.",['The']
2481,"Not remotely frightening. 

 “The charm that repels a boggart is simple, yet it 
requires force of mind. You see, the thing that really 
finishes a boggart is laughter.","['The', 'the']"
2482,"“The charm that repels a boggart is simple, yet it 
requires force of mind. You see, the thing that really 
finishes a boggart is laughter. What you need to do is 
force it to assume a shape that you find amusing. 

","['The', 'the']"
2483,"You see, the thing that really 
finishes a boggart is laughter. What you need to do is 
force it to assume a shape that you find amusing. 

 “We will practice the charm without wands first.",['the']
2484,"What you need to do is 
force it to assume a shape that you find amusing. 

 “We will practice the charm without wands first. After 
me, please ... riddikulusV’ 

“ RiddikulusV’ said the class together. 

",['the']
2485,"“We will practice the charm without wands first. After 
me, please ... riddikulusV’ 

“ RiddikulusV’ said the class together. 

 “Good,” said Professor Lupin.","['Lupin', 'the']"
2486,"After 
me, please ... riddikulusV’ 

“ RiddikulusV’ said the class together. 

 “Good,” said Professor Lupin. “Very good.","['Lupin', 'the']"
2487,"“Good,” said Professor Lupin. “Very good. But that 
was the easy part, I’m afraid.","['Lupin', 'the']"
2488,"“Very good. But that 
was the easy part, I’m afraid. You see, the word alone 

",['the']
2489,"But that 
was the easy part, I’m afraid. You see, the word alone 

 Page | 148 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




is not enough.","['Harry Potter', 'the']"
2490,"You see, the word alone 

 Page | 148 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




is not enough. And this is where you come in, 
Neville.” 



","['Neville', 'Harry Potter', 'the']"
2491,"Page | 148 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




is not enough. And this is where you come in, 
Neville.” 



 The wardrobe shook again, though not as much as 
Neville, who walked forward as though he were 
heading for the gallows. 

","['Neville', 'Harry Potter', 'The', 'the']"
2492,"And this is where you come in, 
Neville.” 



 The wardrobe shook again, though not as much as 
Neville, who walked forward as though he were 
heading for the gallows. 

 “Right, Neville,” said Professor Lupin.","['Neville', 'Lupin', 'The', 'the']"
2493,"The wardrobe shook again, though not as much as 
Neville, who walked forward as though he were 
heading for the gallows. 

 “Right, Neville,” said Professor Lupin. “First things 
first: what would you say is the thing that frightens 
you most in the world?” 

","['Neville', 'The', 'Lupin', 'the']"
2494,"“Right, Neville,” said Professor Lupin. “First things 
first: what would you say is the thing that frightens 
you most in the world?” 

 Neville’s lips moved, but no noise came out. 

","['Neville', 'Lupin', 'the']"
2495,"“First things 
first: what would you say is the thing that frightens 
you most in the world?” 

 Neville’s lips moved, but no noise came out. 

 “Didn’t catch that, Neville, sorry,” said Professor 
Lupin cheerfully. 

","['Neville', 'Lupin', 'the']"
2496,"Neville’s lips moved, but no noise came out. 

 “Didn’t catch that, Neville, sorry,” said Professor 
Lupin cheerfully. 

 Neville looked around rather wildly, as though 
begging someone to help him, then said, in barely 
more than a whisper, “Professor Snape.” 

","['Neville', 'Lupin', 'Snape']"
2497,"“Didn’t catch that, Neville, sorry,” said Professor 
Lupin cheerfully. 

 Neville looked around rather wildly, as though 
begging someone to help him, then said, in barely 
more than a whisper, “Professor Snape.” 

 Nearly everyone laughed.","['Neville', 'Lupin', 'Snape']"
2498,"Neville looked around rather wildly, as though 
begging someone to help him, then said, in barely 
more than a whisper, “Professor Snape.” 

 Nearly everyone laughed. Even Neville grinned 
apologetically.","['Neville', 'Snape']"
2499,"Nearly everyone laughed. Even Neville grinned 
apologetically. Professor Lupin, however, looked 
thoughtful. 

","['Neville', 'Lupin']"
2500,"Even Neville grinned 
apologetically. Professor Lupin, however, looked 
thoughtful. 

 “Professor Snape ... hmmm ...","['Neville', 'Lupin', 'Snape']"
2501,"Professor Lupin, however, looked 
thoughtful. 

 “Professor Snape ... hmmm ... Neville, I believe you 
live with your grandmother?” 

","['Neville', 'Lupin', 'Snape']"
2502,"“Professor Snape ... hmmm ... Neville, I believe you 
live with your grandmother?” 

 “Er — yes,” said Neville nervously.","['Neville', 'Snape']"
2503,"Neville, I believe you 
live with your grandmother?” 

 “Er — yes,” said Neville nervously. “But — I don’t 
want the boggart to turn into her either.” 

","['Neville', 'the']"
2504,"“Er — yes,” said Neville nervously. “But — I don’t 
want the boggart to turn into her either.” 

 “No, no, you misunderstand me,” said Professor 
Lupin, now smiling.","['Neville', 'Lupin', 'the']"
2505,"“But — I don’t 
want the boggart to turn into her either.” 

 “No, no, you misunderstand me,” said Professor 
Lupin, now smiling. “I wonder, could you tell us what 
sort of clothes your grandmother usually wears?” 

Neville looked startled, but said, “Well ... always the 
same hat.","['Neville', 'Lupin', 'the']"
2506,"“No, no, you misunderstand me,” said Professor 
Lupin, now smiling. “I wonder, could you tell us what 
sort of clothes your grandmother usually wears?” 

Neville looked startled, but said, “Well ... always the 
same hat. A tall one with a stuffed vulture on top. 

","['Neville', 'tall', 'Lupin', 'the']"
2507,"“I wonder, could you tell us what 
sort of clothes your grandmother usually wears?” 

Neville looked startled, but said, “Well ... always the 
same hat. A tall one with a stuffed vulture on top. 

 And a long dress ... green, normally ... and sometimes 
a fox-fur scarf.” 

","['Neville', 'tall', 'the']"
2508,"A tall one with a stuffed vulture on top. 

 And a long dress ... green, normally ... and sometimes 
a fox-fur scarf.” 

 Page | 149 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




“And a handbag?” prompted Professor Lupin. 

","['tall', 'Harry Potter', 'Lupin', 'the']"
2509,"And a long dress ... green, normally ... and sometimes 
a fox-fur scarf.” 

 Page | 149 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




“And a handbag?” prompted Professor Lupin. 

 “A big red one,” said Neville. 

","['Neville', 'Harry Potter', 'Lupin', 'the']"
2510,"Page | 149 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




“And a handbag?” prompted Professor Lupin. 

 “A big red one,” said Neville. 

 “Right then,” said Professor Lupin.","['Neville', 'Harry Potter', 'Lupin', 'the']"
2511,"“A big red one,” said Neville. 

 “Right then,” said Professor Lupin. “Can you picture 
those clothes very clearly, Neville?","['Neville', 'Lupin']"
2512,"“Right then,” said Professor Lupin. “Can you picture 
those clothes very clearly, Neville? Can you see them 
in your mind’s eye?” 

","['Neville', 'Lupin']"
2513,"“Can you picture 
those clothes very clearly, Neville? Can you see them 
in your mind’s eye?” 

 “Yes,” said Neville uncertainly, plainly wondering 
what was coming next. 

",['Neville']
2514,"Can you see them 
in your mind’s eye?” 

 “Yes,” said Neville uncertainly, plainly wondering 
what was coming next. 

 “When the boggart bursts out of this wardrobe, 

Neville, and sees you, it will assume the form of 
Professor Snape,” said Lupin.","['Neville', 'Snape', 'Lupin', 'the']"
2515,"“Yes,” said Neville uncertainly, plainly wondering 
what was coming next. 

 “When the boggart bursts out of this wardrobe, 

Neville, and sees you, it will assume the form of 
Professor Snape,” said Lupin. “And you will raise your 
wand — thus — and cry ‘Riddikulus’ — and 
concentrate hard on your grandmother’s clothes.","['Neville', 'Snape', 'Lupin', 'the']"
2516,"“When the boggart bursts out of this wardrobe, 

Neville, and sees you, it will assume the form of 
Professor Snape,” said Lupin. “And you will raise your 
wand — thus — and cry ‘Riddikulus’ — and 
concentrate hard on your grandmother’s clothes. If all 
goes well, Professor Boggart Snape will be forced into 
that vulture-topped hat, and that green dress, with 
that big red handbag.” 

","['Neville', 'Snape', 'Lupin', 'the']"
2517,"“And you will raise your 
wand — thus — and cry ‘Riddikulus’ — and 
concentrate hard on your grandmother’s clothes. If all 
goes well, Professor Boggart Snape will be forced into 
that vulture-topped hat, and that green dress, with 
that big red handbag.” 

 There was a great shout of laughter.",['Snape']
2518,"If all 
goes well, Professor Boggart Snape will be forced into 
that vulture-topped hat, and that green dress, with 
that big red handbag.” 

 There was a great shout of laughter. The wardrobe 
wobbled more violently. 

","['The', 'Snape']"
2519,"There was a great shout of laughter. The wardrobe 
wobbled more violently. 

 “If Neville is successful, the boggart is likely to shift 
his attention to each of us in turn,” said Professor 
Lupin.","['Neville', 'The', 'Lupin', 'the']"
2520,"The wardrobe 
wobbled more violently. 

 “If Neville is successful, the boggart is likely to shift 
his attention to each of us in turn,” said Professor 
Lupin. “I would like all of you to take a moment now 
to think of the thing that scares you most, and 
imagine how you might force it to look comical. ...” 

","['Neville', 'The', 'Lupin', 'the']"
2521,"“If Neville is successful, the boggart is likely to shift 
his attention to each of us in turn,” said Professor 
Lupin. “I would like all of you to take a moment now 
to think of the thing that scares you most, and 
imagine how you might force it to look comical. ...” 

 The room went quiet.","['Neville', 'Lupin', 'The', 'the']"
2522,"“I would like all of you to take a moment now 
to think of the thing that scares you most, and 
imagine how you might force it to look comical. ...” 

 The room went quiet. Harry thought ... What scared 
him most in the world? 

","['The', 'Harry', 'the']"
