start_sent,sentences,entities
1549,"“I think he’s brilliant,” said Harry coldly. 



 Page | 87 Harry Potter and the Philosophers Stone - J.K. Rowling 




“Do you?” said the boy, with a slight sneer. “Why is he 
with you?","['Harry', 'Harry Potter', 'the']"
1550,"Page | 87 Harry Potter and the Philosophers Stone - J.K. Rowling 




“Do you?” said the boy, with a slight sneer. “Why is he 
with you? Where are your parents?” 

“They’re dead,” said Harry shortly.","['Harry', 'Harry Potter', 'the']"
1551,"“Why is he 
with you? Where are your parents?” 

“They’re dead,” said Harry shortly. He didn’t feel 
much like going into the matter with this boy. 

","['Harry', 'the']"
1552,"Where are your parents?” 

“They’re dead,” said Harry shortly. He didn’t feel 
much like going into the matter with this boy. 

 “Oh, sorry,” said the other, not sounding sorry at all. 
","['Harry', 'the']"
1553,"He didn’t feel 
much like going into the matter with this boy. 

 “Oh, sorry,” said the other, not sounding sorry at all. 
 “But they were our kind, weren’t they?” 

",['the']
1554,"“Oh, sorry,” said the other, not sounding sorry at all. 
 “But they were our kind, weren’t they?” 

 “They were a witch and wizard, if that’s what you 
mean.” 

",['the']
1555,"“But they were our kind, weren’t they?” 

 “They were a witch and wizard, if that’s what you 
mean.” 

 “I really don’t think they should let the other sort in, 
do you?",['the']
1556,"“They were a witch and wizard, if that’s what you 
mean.” 

 “I really don’t think they should let the other sort in, 
do you? They’re just not the same, they’ve never been 
brought up to know our ways.",['the']
1557,"“I really don’t think they should let the other sort in, 
do you? They’re just not the same, they’ve never been 
brought up to know our ways. Some of them have 
never even heard of Hogwarts until they get the letter, 
imagine.",['the']
1558,"They’re just not the same, they’ve never been 
brought up to know our ways. Some of them have 
never even heard of Hogwarts until they get the letter, 
imagine. I think they should keep it in the old 
wizarding families.",['the']
1559,"Some of them have 
never even heard of Hogwarts until they get the letter, 
imagine. I think they should keep it in the old 
wizarding families. What’s your surname, anyway?” 

",['the']
1560,"I think they should keep it in the old 
wizarding families. What’s your surname, anyway?” 

 But before Harry could answer, Madam Malkin said, 
“That’s you done, my dear,” and Harry, not sorry for 
an excuse to stop talking to the boy, hopped down 
from the footstool. 

","['Malkin', 'Harry', 'the']"
1561,"What’s your surname, anyway?” 

 But before Harry could answer, Madam Malkin said, 
“That’s you done, my dear,” and Harry, not sorry for 
an excuse to stop talking to the boy, hopped down 
from the footstool. 

 “Well, I’ll see you at Hogwarts, I suppose,” said the 
drawling boy. 

","['Malkin', 'Harry', 'the']"
1562,"But before Harry could answer, Madam Malkin said, 
“That’s you done, my dear,” and Harry, not sorry for 
an excuse to stop talking to the boy, hopped down 
from the footstool. 

 “Well, I’ll see you at Hogwarts, I suppose,” said the 
drawling boy. 

 Harry was rather quiet as he ate the ice cream Hagrid 
had bought him (chocolate and raspberry with 
chopped nuts). 

","['Malkin', 'Hagrid', 'the', 'ice', 'Harry']"
1563,"“Well, I’ll see you at Hogwarts, I suppose,” said the 
drawling boy. 

 Harry was rather quiet as he ate the ice cream Hagrid 
had bought him (chocolate and raspberry with 
chopped nuts). 

 “What’s up?” said Hagrid. 

","['ice', 'Harry', 'Hagrid', 'the']"
1564,"Harry was rather quiet as he ate the ice cream Hagrid 
had bought him (chocolate and raspberry with 
chopped nuts). 

 “What’s up?” said Hagrid. 

 “Nothing,” Harry lied.","['ice', 'Harry', 'Hagrid', 'the']"
1565,"“What’s up?” said Hagrid. 

 “Nothing,” Harry lied. They stopped to buy parchment 
and quills.","['Harry', 'Hagrid']"
1566,"“Nothing,” Harry lied. They stopped to buy parchment 
and quills. Harry cheered up a bit when he found a 
bottle of ink that changed color as you wrote.",['Harry']
1567,"They stopped to buy parchment 
and quills. Harry cheered up a bit when he found a 
bottle of ink that changed color as you wrote. When 
they had left the shop, he said, “Hagrid, what’s 
Quidditch?” 



","['Harry', 'Hagrid', 'the']"
1568,"Harry cheered up a bit when he found a 
bottle of ink that changed color as you wrote. When 
they had left the shop, he said, “Hagrid, what’s 
Quidditch?” 



 Page | 88 Harry Potter and the Philosophers Stone - J.K. Rowling 




“Blimey, Harry, I keep forgettin’ how little yeh know — 
not knowin’ about Quidditch!” 

“Don’t make me feel worse,” said Harry.","['Harry', 'Harry Potter', 'Hagrid', 'the']"
1569,"When 
they had left the shop, he said, “Hagrid, what’s 
Quidditch?” 



 Page | 88 Harry Potter and the Philosophers Stone - J.K. Rowling 




“Blimey, Harry, I keep forgettin’ how little yeh know — 
not knowin’ about Quidditch!” 

“Don’t make me feel worse,” said Harry. He told 
Hagrid about the pale boy in Madam Malkin’s. 

","['Malkin', 'Hagrid', 'the', 'Harry Potter', 'Harry']"
1570,"Page | 88 Harry Potter and the Philosophers Stone - J.K. Rowling 




“Blimey, Harry, I keep forgettin’ how little yeh know — 
not knowin’ about Quidditch!” 

“Don’t make me feel worse,” said Harry. He told 
Hagrid about the pale boy in Madam Malkin’s. 

 “ — and he said people from Muggle families shouldn’t 
even be allowed in — ” 

“Yer not from a Muggle family.","['Malkin', 'Hagrid', 'the', 'Harry Potter', 'Harry']"
1571,"He told 
Hagrid about the pale boy in Madam Malkin’s. 

 “ — and he said people from Muggle families shouldn’t 
even be allowed in — ” 

“Yer not from a Muggle family. If he’d known who yeh 
were — he’s grown up knowin’ yer name if his 
parents are wizardin’ folk.","['Malkin', 'Hagrid', 'the']"
1572,"“ — and he said people from Muggle families shouldn’t 
even be allowed in — ” 

“Yer not from a Muggle family. If he’d known who yeh 
were — he’s grown up knowin’ yer name if his 
parents are wizardin’ folk. You saw what everyone in 
the Leaky Cauldron was like when they saw yeh. 
",['the']
1573,"If he’d known who yeh 
were — he’s grown up knowin’ yer name if his 
parents are wizardin’ folk. You saw what everyone in 
the Leaky Cauldron was like when they saw yeh. 
 Anyway, what does he know about it, some o’ the best 
I ever saw were the only ones with magic in ’em in a 
long line o’ Muggles — look at yer mum!","['magic', 'the']"
1574,"You saw what everyone in 
the Leaky Cauldron was like when they saw yeh. 
 Anyway, what does he know about it, some o’ the best 
I ever saw were the only ones with magic in ’em in a 
long line o’ Muggles — look at yer mum! Look what 
she had fer a sister!” 

","['magic', 'the']"
1575,"Anyway, what does he know about it, some o’ the best 
I ever saw were the only ones with magic in ’em in a 
long line o’ Muggles — look at yer mum! Look what 
she had fer a sister!” 

 “So what is Quidditch?” 

","['magic', 'the']"
1578,"“It’s our sport. Wizard sport. It’s like — like soccer in 
the Muggle world — everyone follows Quidditch — 
played up in the air on broomsticks and there’s four 
balls — sorta hard ter explain the rules.” 

",['the']
1579,"Wizard sport. It’s like — like soccer in 
the Muggle world — everyone follows Quidditch — 
played up in the air on broomsticks and there’s four 
balls — sorta hard ter explain the rules.” 

 “And what are Slytherin and Hufflepuff?” 

",['the']
1580,"It’s like — like soccer in 
the Muggle world — everyone follows Quidditch — 
played up in the air on broomsticks and there’s four 
balls — sorta hard ter explain the rules.” 

 “And what are Slytherin and Hufflepuff?” 

 “School Houses.",['the']
1582,"“School Houses. There’s four. Everyone says 
Hufflepuff are a lot o’ duffers, but — ” 

“I bet I’m in Hufflepuff,” said Harry gloomily. 

",['Harry']
1583,"There’s four. Everyone says 
Hufflepuff are a lot o’ duffers, but — ” 

“I bet I’m in Hufflepuff,” said Harry gloomily. 

 “Better Hufflepuff than Slytherin,” said Hagrid darkly. 
","['Harry', 'Hagrid']"
1584,"Everyone says 
Hufflepuff are a lot o’ duffers, but — ” 

“I bet I’m in Hufflepuff,” said Harry gloomily. 

 “Better Hufflepuff than Slytherin,” said Hagrid darkly. 
 “There’s not a single witch or wizard who went bad 
who wasn’t in Slytherin.","['Harry', 'Hagrid']"
1585,"“Better Hufflepuff than Slytherin,” said Hagrid darkly. 
 “There’s not a single witch or wizard who went bad 
who wasn’t in Slytherin. You-Know-Who was one.” 

",['Hagrid']
1586,"“There’s not a single witch or wizard who went bad 
who wasn’t in Slytherin. You-Know-Who was one.” 

 “Vol-, sorry — You-Know-Who was at Hogwarts?” 

“Years an’ years ago,” said Hagrid. 

",['Hagrid']
1587,"You-Know-Who was one.” 

 “Vol-, sorry — You-Know-Who was at Hogwarts?” 

“Years an’ years ago,” said Hagrid. 

 Page | 89 Harry Potter and the Philosophers Stone - J.K. Rowling 




They bought Harry’s school books in a shop called 
Flourish and Blotts where the shelves were stacked to 
the ceiling with books as large as paving stones 
bound in leather; books the size of postage stamps in 
covers of silk; books full of peculiar symbols and a 
few books with nothing in them at all.","['Harry', 'Harry Potter', 'Hagrid', 'the']"
1588,"“Vol-, sorry — You-Know-Who was at Hogwarts?” 

“Years an’ years ago,” said Hagrid. 

 Page | 89 Harry Potter and the Philosophers Stone - J.K. Rowling 




They bought Harry’s school books in a shop called 
Flourish and Blotts where the shelves were stacked to 
the ceiling with books as large as paving stones 
bound in leather; books the size of postage stamps in 
covers of silk; books full of peculiar symbols and a 
few books with nothing in them at all. Even Dudley, 
who never read anything, would have been wild to get 
his hands on some of these.","['Hagrid', 'the', 'Harry Potter', 'Dudley', 'Harry']"
1589,"Page | 89 Harry Potter and the Philosophers Stone - J.K. Rowling 




They bought Harry’s school books in a shop called 
Flourish and Blotts where the shelves were stacked to 
the ceiling with books as large as paving stones 
bound in leather; books the size of postage stamps in 
covers of silk; books full of peculiar symbols and a 
few books with nothing in them at all. Even Dudley, 
who never read anything, would have been wild to get 
his hands on some of these. Hagrid almost had to 
drag Harry away from Curses and Counter-curses 
(Bewitch Your Friends and Befuddle Your Enemies 
with the Latest Revenges: Hair Loss, Jelly-Legs, 
Tongue-Tying and Much, Much More) by Professor 
Vindictus Viridian. 

","['Hagrid', 'Vindictus Viridian', 'the', 'Harry Potter', 'Dudley', 'Harry']"
1590,"Even Dudley, 
who never read anything, would have been wild to get 
his hands on some of these. Hagrid almost had to 
drag Harry away from Curses and Counter-curses 
(Bewitch Your Friends and Befuddle Your Enemies 
with the Latest Revenges: Hair Loss, Jelly-Legs, 
Tongue-Tying and Much, Much More) by Professor 
Vindictus Viridian. 

 “I was trying to find out how to curse Dudley.” 

","['Hagrid', 'Vindictus Viridian', 'the', 'Dudley', 'Harry']"
1591,"Hagrid almost had to 
drag Harry away from Curses and Counter-curses 
(Bewitch Your Friends and Befuddle Your Enemies 
with the Latest Revenges: Hair Loss, Jelly-Legs, 
Tongue-Tying and Much, Much More) by Professor 
Vindictus Viridian. 

 “I was trying to find out how to curse Dudley.” 

 “I’m not sayin’ that’s not a good idea, but yer not ter 
use magic in the Muggle world except in very special 
circumstances,” said Hagrid.","['magic', 'Hagrid', 'Vindictus Viridian', 'the', 'Dudley', 'Harry']"
1592,"“I was trying to find out how to curse Dudley.” 

 “I’m not sayin’ that’s not a good idea, but yer not ter 
use magic in the Muggle world except in very special 
circumstances,” said Hagrid. “An’ anyway, yeh 
couldn’ work any of them curses yet, yeh’ll need a lot 
more study before yeh get ter that level.” 

","['magic', 'Dudley', 'Hagrid', 'the']"
1593,"“I’m not sayin’ that’s not a good idea, but yer not ter 
use magic in the Muggle world except in very special 
circumstances,” said Hagrid. “An’ anyway, yeh 
couldn’ work any of them curses yet, yeh’ll need a lot 
more study before yeh get ter that level.” 

 Hagrid wouldn’t let Harry buy a solid gold cauldron, 
either (“It says pewter on yer list”), but they got a nice 
set of scales for weighing potion ingredients and a 
collapsible brass telescope.","['magic', 'Hagrid', 'Harry', 'the']"
1594,"“An’ anyway, yeh 
couldn’ work any of them curses yet, yeh’ll need a lot 
more study before yeh get ter that level.” 

 Hagrid wouldn’t let Harry buy a solid gold cauldron, 
either (“It says pewter on yer list”), but they got a nice 
set of scales for weighing potion ingredients and a 
collapsible brass telescope. Then they visited the 
Apothecary, which was fascinating enough to make 
up for its horrible smell, a mixture of bad eggs and 
rotted cabbages.","['Harry', 'Apothecary', 'Hagrid', 'the']"
1595,"Hagrid wouldn’t let Harry buy a solid gold cauldron, 
either (“It says pewter on yer list”), but they got a nice 
set of scales for weighing potion ingredients and a 
collapsible brass telescope. Then they visited the 
Apothecary, which was fascinating enough to make 
up for its horrible smell, a mixture of bad eggs and 
rotted cabbages. Barrels of slimy stuff stood on the 
floor; jars of herbs, dried roots, and bright powders 
lined the walls; bundles of feathers, strings of fangs, 
and snarled claws hung from the ceiling.","['Harry', 'Apothecary', 'Hagrid', 'the']"
1596,"Then they visited the 
Apothecary, which was fascinating enough to make 
up for its horrible smell, a mixture of bad eggs and 
rotted cabbages. Barrels of slimy stuff stood on the 
floor; jars of herbs, dried roots, and bright powders 
lined the walls; bundles of feathers, strings of fangs, 
and snarled claws hung from the ceiling. While 
Hagrid asked the man behind the counter for a 
supply of some basic potion ingredients for Harry, 
Harry himself examined silver unicorn horns at 
twenty-one Galleons each and minuscule, glittery- 
black beetle eyes (five Knuts a scoop). 



","['black', 'Hagrid', 'the', 'Apothecary', 'Harry']"
1597,"Barrels of slimy stuff stood on the 
floor; jars of herbs, dried roots, and bright powders 
lined the walls; bundles of feathers, strings of fangs, 
and snarled claws hung from the ceiling. While 
Hagrid asked the man behind the counter for a 
supply of some basic potion ingredients for Harry, 
Harry himself examined silver unicorn horns at 
twenty-one Galleons each and minuscule, glittery- 
black beetle eyes (five Knuts a scoop). 



 Page | 90 Harry Potter and the Philosophers Stone - J.K. Rowling 




Outside the Apothecary, Hagrid checked Harry’s list 
again. 

","['black', 'Hagrid', 'the', 'Harry Potter', 'Apothecary', 'Harry']"
1598,"While 
Hagrid asked the man behind the counter for a 
supply of some basic potion ingredients for Harry, 
Harry himself examined silver unicorn horns at 
twenty-one Galleons each and minuscule, glittery- 
black beetle eyes (five Knuts a scoop). 



 Page | 90 Harry Potter and the Philosophers Stone - J.K. Rowling 




Outside the Apothecary, Hagrid checked Harry’s list 
again. 

 “Just yer wand left —","['black', 'Hagrid', 'the', 'Harry Potter', 'Apothecary', 'Harry']"
1599,"Page | 90 Harry Potter and the Philosophers Stone - J.K. Rowling 




Outside the Apothecary, Hagrid checked Harry’s list 
again. 

 “Just yer wand left — oh yeah, an’ I still haven’t got 
yeh a birthday present.” 

","['Hagrid', 'the', 'Apothecary', 'Harry Potter', 'Harry']"
1600,"“Just yer wand left — oh yeah, an’ I still haven’t got 
yeh a birthday present.” 

 Harry felt himself go red. 

",['Harry']
1601,"oh yeah, an’ I still haven’t got 
yeh a birthday present.” 

 Harry felt himself go red. 

 “You don’t have to — ” 

“I know I don’t have to.",['Harry']
1602,"Harry felt himself go red. 

 “You don’t have to — ” 

“I know I don’t have to. Tell yeh what, I’ll get yer 
animal.",['Harry']
1603,"“You don’t have to — ” 

“I know I don’t have to. Tell yeh what, I’ll get yer 
animal. Not a toad, toads went outta fashion years 
ago, yeh’d be laughed at — an’ I don’ like cats, they 
make me sneeze.",['don']
1604,"Tell yeh what, I’ll get yer 
animal. Not a toad, toads went outta fashion years 
ago, yeh’d be laughed at — an’ I don’ like cats, they 
make me sneeze. I’ll get yer an owl.",['don']
1605,"Not a toad, toads went outta fashion years 
ago, yeh’d be laughed at — an’ I don’ like cats, they 
make me sneeze. I’ll get yer an owl. All the kids want 
owls, they’re dead useful, carry yer mail an’ 
everythin’.” 

","['don', 'the']"
1606,"I’ll get yer an owl. All the kids want 
owls, they’re dead useful, carry yer mail an’ 
everythin’.” 

 Twenty minutes later, they left Eeylops Owl 
Emporium, which had been dark and full of rustling 
and flickering, jewel-bright eyes.",['the']
1607,"All the kids want 
owls, they’re dead useful, carry yer mail an’ 
everythin’.” 

 Twenty minutes later, they left Eeylops Owl 
Emporium, which had been dark and full of rustling 
and flickering, jewel-bright eyes. Harry now carried a 
large cage that held a beautiful snowy owl, fast asleep 
with her head under her wing.","['Harry', 'the']"
1608,"Twenty minutes later, they left Eeylops Owl 
Emporium, which had been dark and full of rustling 
and flickering, jewel-bright eyes. Harry now carried a 
large cage that held a beautiful snowy owl, fast asleep 
with her head under her wing. He couldn’t stop 
stammering his thanks, sounding just like Professor 
Quirrell. 

","['Harry', 'Quirrell']"
1609,"Harry now carried a 
large cage that held a beautiful snowy owl, fast asleep 
with her head under her wing. He couldn’t stop 
stammering his thanks, sounding just like Professor 
Quirrell. 

 “Don’ mention it,” said Hagrid gruffly.","['Harry', 'Don', 'Quirrell', 'Hagrid']"
1610,"He couldn’t stop 
stammering his thanks, sounding just like Professor 
Quirrell. 

 “Don’ mention it,” said Hagrid gruffly. “Don’ expect 
you’ve had a lotta presents from them Dursleys.","['Don', 'Quirrell', 'Hagrid']"
1611,"“Don’ mention it,” said Hagrid gruffly. “Don’ expect 
you’ve had a lotta presents from them Dursleys. Just 
Ollivanders left now — only place fer wands, 
Ollivanders, and yeh gotta have the best wand.” 

","['Don', 'Hagrid', 'the']"
1612,"“Don’ expect 
you’ve had a lotta presents from them Dursleys. Just 
Ollivanders left now — only place fer wands, 
Ollivanders, and yeh gotta have the best wand.” 

 A magic wand . .","['magic', 'Don', 'the']"
1613,"Just 
Ollivanders left now — only place fer wands, 
Ollivanders, and yeh gotta have the best wand.” 

 A magic wand . . .","['magic', 'the']"
1614,"A magic wand . . . this was what Harry had been really 
looking forward to. 

","['magic', 'Harry']"
1615,". this was what Harry had been really 
looking forward to. 

 The last shop was narrow and shabby.","['The', 'Harry']"
1616,"this was what Harry had been really 
looking forward to. 

 The last shop was narrow and shabby. Peeling gold 
letters over the door read Ollivanders: Makers of Fine 
Wands since 382b.","['The', 'Harry', 'the']"
1617,"The last shop was narrow and shabby. Peeling gold 
letters over the door read Ollivanders: Makers of Fine 
Wands since 382b. c.","['The', 'the']"
1618,"Peeling gold 
letters over the door read Ollivanders: Makers of Fine 
Wands since 382b. c. A single wand lay on a faded 
purple cushion in the dusty window. 



",['the']
1619,"c. A single wand lay on a faded 
purple cushion in the dusty window. 



 Page | 91 Harry Potter and the Philosophers Stone - J.K. Rowling 




A tinkling bell rang somewhere in the depths of the 
shop as they stepped inside.","['Harry Potter', 'the']"
1620,"A single wand lay on a faded 
purple cushion in the dusty window. 



 Page | 91 Harry Potter and the Philosophers Stone - J.K. Rowling 




A tinkling bell rang somewhere in the depths of the 
shop as they stepped inside. It was a tiny place, 
empty except for a single, spindly chair that Hagrid 
sat on to wait.","['Harry Potter', 'Hagrid', 'the']"
1621,"Page | 91 Harry Potter and the Philosophers Stone - J.K. Rowling 




A tinkling bell rang somewhere in the depths of the 
shop as they stepped inside. It was a tiny place, 
empty except for a single, spindly chair that Hagrid 
sat on to wait. Harry felt strangely as though he had 
entered a very strict library; he swallowed a lot of new 
questions that had just occurred to him and looked 
instead at the thousands of narrow boxes piled neatly 
right up to the ceiling.","['Harry', 'Harry Potter', 'Hagrid', 'the']"
1622,"It was a tiny place, 
empty except for a single, spindly chair that Hagrid 
sat on to wait. Harry felt strangely as though he had 
entered a very strict library; he swallowed a lot of new 
questions that had just occurred to him and looked 
instead at the thousands of narrow boxes piled neatly 
right up to the ceiling. For some reason, the back of 
his neck prickled.","['Harry', 'Hagrid', 'the']"
1623,"Harry felt strangely as though he had 
entered a very strict library; he swallowed a lot of new 
questions that had just occurred to him and looked 
instead at the thousands of narrow boxes piled neatly 
right up to the ceiling. For some reason, the back of 
his neck prickled. The very dust and silence in here 
seemed to tingle with some secret magic. 

","['magic', 'The', 'Harry', 'the']"
1624,"For some reason, the back of 
his neck prickled. The very dust and silence in here 
seemed to tingle with some secret magic. 

 “Good afternoon,” said a soft voice.","['The', 'magic', 'the']"
1625,"The very dust and silence in here 
seemed to tingle with some secret magic. 

 “Good afternoon,” said a soft voice. Harry jumped. 
","['The', 'magic', 'Harry']"
1626,"“Good afternoon,” said a soft voice. Harry jumped. 
 Hagrid must have jumped, too, because there was a 
loud crunching noise and he got quickly off the 
spindly chair. 

","['Harry', 'Hagrid', 'the']"
1627,"Harry jumped. 
 Hagrid must have jumped, too, because there was a 
loud crunching noise and he got quickly off the 
spindly chair. 

 An old man was standing before them, his wide, pale 
eyes shining like moons through the gloom of the 
shop. 

","['Harry', 'Hagrid', 'the']"
1628,"Hagrid must have jumped, too, because there was a 
loud crunching noise and he got quickly off the 
spindly chair. 

 An old man was standing before them, his wide, pale 
eyes shining like moons through the gloom of the 
shop. 

 “Hello,” said Harry awkwardly. 

","['Harry', 'Hagrid', 'the']"
1629,"An old man was standing before them, his wide, pale 
eyes shining like moons through the gloom of the 
shop. 

 “Hello,” said Harry awkwardly. 

 “Ah yes,” said the man.","['Harry', 'the']"
1630,"“Hello,” said Harry awkwardly. 

 “Ah yes,” said the man. “Yes, yes.","['Harry', 'the']"
1631,"“Ah yes,” said the man. “Yes, yes. I thought I’d be 
seeing you soon.",['the']
1632,"“Yes, yes. I thought I’d be 
seeing you soon. Harry Potter.”",['Harry Potter']
1633,"I thought I’d be 
seeing you soon. Harry Potter.” It wasn’t a question. 
",['Harry Potter']
1634,"Harry Potter.” It wasn’t a question. 
 “You have your mother’s eyes.",['Harry Potter']
1638,"Ten 
and a quarter inches long, swishy, made of willow. 
 Nice wand for charm work.” 

 Mr. Ollivander moved closer to Harry.",['Harry']
1639,"Nice wand for charm work.” 

 Mr. Ollivander moved closer to Harry. Harry wished 
he would blink.",['Harry']
1640,"Mr. Ollivander moved closer to Harry. Harry wished 
he would blink. Those silvery eyes were a bit creepy. 

",['Harry']
1641,"Harry wished 
he would blink. Those silvery eyes were a bit creepy. 

 “Your father, on the other hand, favored a mahogany 
wand.","['Harry', 'the']"
1642,"Those silvery eyes were a bit creepy. 

 “Your father, on the other hand, favored a mahogany 
wand. Eleven inches.",['the']
1643,"“Your father, on the other hand, favored a mahogany 
wand. Eleven inches. Pliable.",['the']
1645,"Pliable. A little more power and 
excellent for transfiguration. Well, I say your father 
favored it — it’s really the wand that chooses the 
wizard, of course.” 



",['the']
1646,"A little more power and 
excellent for transfiguration. Well, I say your father 
favored it — it’s really the wand that chooses the 
wizard, of course.” 



 Page | 92 Harry Potter and the Philosophers Stone - J.K. Rowling 




Mr. Ollivander had come so close that he and Harry 
were almost nose to nose.","['Harry', 'Harry Potter', 'the']"
1647,"Well, I say your father 
favored it — it’s really the wand that chooses the 
wizard, of course.” 



 Page | 92 Harry Potter and the Philosophers Stone - J.K. Rowling 




Mr. Ollivander had come so close that he and Harry 
were almost nose to nose. Harry could see himself 
reflected in those misty eyes. 

","['Harry', 'Harry Potter', 'the']"
1648,"Page | 92 Harry Potter and the Philosophers Stone - J.K. Rowling 




Mr. Ollivander had come so close that he and Harry 
were almost nose to nose. Harry could see himself 
reflected in those misty eyes. 

 “And that’s where ...” 

Mr. Ollivander touched the lightning scar on Harry’s 
forehead with a long, white finger. 

","['Harry', 'Harry Potter', 'the']"
1649,"Harry could see himself 
reflected in those misty eyes. 

 “And that’s where ...” 

Mr. Ollivander touched the lightning scar on Harry’s 
forehead with a long, white finger. 

 “I’m sorry to say I sold the wand that did it,” he said 
softly.","['Harry', 'the']"
1650,"“And that’s where ...” 

Mr. Ollivander touched the lightning scar on Harry’s 
forehead with a long, white finger. 

 “I’m sorry to say I sold the wand that did it,” he said 
softly. “Thirteen-and-a-half inches.","['Harry', 'the']"
1651,"“I’m sorry to say I sold the wand that did it,” he said 
softly. “Thirteen-and-a-half inches. Yew.",['the']
1652,"“Thirteen-and-a-half inches. Yew. Powerful 
wand, very powerful, and in the wrong hands ...",['the']
1653,"Yew. Powerful 
wand, very powerful, and in the wrong hands ... well, 
if I’d known what that wand was going out into the 
world to do. ...” 

",['the']
1654,"Powerful 
wand, very powerful, and in the wrong hands ... well, 
if I’d known what that wand was going out into the 
world to do. ...” 

 He shook his head and then, to Harry’s relief, spotted 
Hagrid. 

","['Harry', 'Hagrid', 'the']"
1655,"well, 
if I’d known what that wand was going out into the 
world to do. ...” 

 He shook his head and then, to Harry’s relief, spotted 
Hagrid. 

 “Rubeus! Rubeus Hagrid!","['Hagrid', 'the', 'Rubeus', 'Harry', 'Rubeus Hagrid']"
1656,"He shook his head and then, to Harry’s relief, spotted 
Hagrid. 

 “Rubeus! Rubeus Hagrid! How nice to see you again. 

","['Harry', 'Hagrid', 'Rubeus Hagrid', 'Rubeus']"
1657,"“Rubeus! Rubeus Hagrid! How nice to see you again. 

 ...","['Rubeus Hagrid', 'Rubeus']"
1659,"... Oak, sixteen inches, rather bendy, wasn’t it?” 

 “It was, sir, yes,” said Hagrid. 

",['Hagrid']
1660,"Oak, sixteen inches, rather bendy, wasn’t it?” 

 “It was, sir, yes,” said Hagrid. 

 “Good wand, that one.",['Hagrid']
1661,"“It was, sir, yes,” said Hagrid. 

 “Good wand, that one. But I suppose they snapped it 
in half when you got expelled?” said Mr. Ollivander, 
suddenly stern. 

",['Hagrid']
1662,"“Good wand, that one. But I suppose they snapped it 
in half when you got expelled?” said Mr. Ollivander, 
suddenly stern. 

 “Er — yes, they did, yes,” said Hagrid, shuffling his 
feet.",['Hagrid']
1663,"But I suppose they snapped it 
in half when you got expelled?” said Mr. Ollivander, 
suddenly stern. 

 “Er — yes, they did, yes,” said Hagrid, shuffling his 
feet. “I’ve still got the pieces, though,” he added 
brightly. 

","['Hagrid', 'the']"
1664,"“Er — yes, they did, yes,” said Hagrid, shuffling his 
feet. “I’ve still got the pieces, though,” he added 
brightly. 

 “But you don’t use them?” said Mr. Ollivander 
sharply. 

","['Hagrid', 'the']"
1665,"“I’ve still got the pieces, though,” he added 
brightly. 

 “But you don’t use them?” said Mr. Ollivander 
sharply. 

 “Oh, no, sir,” said Hagrid quickly.","['Hagrid', 'the']"
1666,"“But you don’t use them?” said Mr. Ollivander 
sharply. 

 “Oh, no, sir,” said Hagrid quickly. Harry noticed he 
gripped his pink umbrella very tightly as he spoke. 

","['Harry', 'Hagrid']"
1667,"“Oh, no, sir,” said Hagrid quickly. Harry noticed he 
gripped his pink umbrella very tightly as he spoke. 

 “Hmmm,” said Mr. Ollivander, giving Hagrid a 
piercing look.","['Harry', 'Hagrid']"
1668,"Harry noticed he 
gripped his pink umbrella very tightly as he spoke. 

 “Hmmm,” said Mr. Ollivander, giving Hagrid a 
piercing look. “Well, now — Mr. Potter.","['Harry', 'Hagrid', 'Mr. Potter']"
1669,"“Hmmm,” said Mr. Ollivander, giving Hagrid a 
piercing look. “Well, now — Mr. Potter. Let me see.” 

","['Hagrid', 'Mr. Potter']"
1670,"“Well, now — Mr. Potter. Let me see.” 

 Page | 93 Harry Potter and the Philosophers Stone - J.K. Rowling 




","['Harry Potter', 'Mr. Potter', 'the']"
1671,"Let me see.” 

 Page | 93 Harry Potter and the Philosophers Stone - J.K. Rowling 




 He pulled a long tape measure with silver markings 
out of his pocket.","['Harry Potter', 'the']"
1672,"Page | 93 Harry Potter and the Philosophers Stone - J.K. Rowling 




 He pulled a long tape measure with silver markings 
out of his pocket. “Which is your wand arm?” 

","['Harry Potter', 'the']"
1673,"He pulled a long tape measure with silver markings 
out of his pocket. “Which is your wand arm?” 

 “Er — well, I’m right-handed,” said Harry. 

",['Harry']
1674,"“Which is your wand arm?” 

 “Er — well, I’m right-handed,” said Harry. 

 “Hold out your arm.",['Harry']
1675,"“Er — well, I’m right-handed,” said Harry. 

 “Hold out your arm. That’s it.”",['Harry']
1676,"“Hold out your arm. That’s it.” He measured Harry 
from shoulder to finger, then wrist to elbow, shoulder 
to floor, knee to armpit and round his head.",['Harry']
1677,"That’s it.” He measured Harry 
from shoulder to finger, then wrist to elbow, shoulder 
to floor, knee to armpit and round his head. As he 
measured, he said, “Every Ollivander wand has a core 
of a powerful magical substance, Mr. Potter.","['Harry', 'Mr. Potter']"
1678,"He measured Harry 
from shoulder to finger, then wrist to elbow, shoulder 
to floor, knee to armpit and round his head. As he 
measured, he said, “Every Ollivander wand has a core 
of a powerful magical substance, Mr. Potter. We use 
unicorn hairs, phoenix tail feathers, and the 
heartstrings of dragons.","['Harry', 'Mr. Potter', 'the']"
