start_sent,sentences,entities
858,"“They wouldn’t mind,” Harry reassured her. “Dudley 
would think it was a brilliant joke if I got lost up a 
chimney, don’t worry about that — ” 

“Well ... all right ... you go after Arthur,” said Mrs. 
Weasley. “Now, when you get into the fire, say where 
you’re going — ” 

","['Harry', 'Arthur', 'Dudley', 'the']"
859,"“Dudley 
would think it was a brilliant joke if I got lost up a 
chimney, don’t worry about that — ” 

“Well ... all right ... you go after Arthur,” said Mrs. 
Weasley. “Now, when you get into the fire, say where 
you’re going — ” 

 Page | 54","['Arthur', 'Dudley', 'the']"
860,"“Now, when you get into the fire, say where 
you’re going — ” 

 Page | 54 Harry Potter and the Chamber of Secrets - J.K. Rowling 




“","['Harry Potter', 'the']"
861,"Page | 54 Harry Potter and the Chamber of Secrets - J.K. Rowling 




“ And keep your elbows tucked in,” Ron advised. 

","['Harry Potter', 'Ron', 'the']"
862,"Harry Potter and the Chamber of Secrets - J.K. Rowling 




“ And keep your elbows tucked in,” Ron advised. 

 “And your eyes shut,” said Mrs. Weasley.","['Harry Potter', 'Ron', 'the']"
863,"And keep your elbows tucked in,” Ron advised. 

 “And your eyes shut,” said Mrs. Weasley. “The soot — 



“Don’t fidget,” said Ron.","['The', 'Ron']"
864,"“And your eyes shut,” said Mrs. Weasley. “The soot — 



“Don’t fidget,” said Ron. “Or you might well fall out of 
the wrong fireplace — ” 

“But don’t panic and get out too early; wait until you 
see Fred and George.” 

Trying hard to bear all this in mind, Harry took a 
pinch of Floo powder and walked to the edge of the 
fire.","['George', 'the', 'Fred', 'The', 'Harry', 'Ron']"
865,"“The soot — 



“Don’t fidget,” said Ron. “Or you might well fall out of 
the wrong fireplace — ” 

“But don’t panic and get out too early; wait until you 
see Fred and George.” 

Trying hard to bear all this in mind, Harry took a 
pinch of Floo powder and walked to the edge of the 
fire. He took a deep breath, scattered the powder into 
the flames, and stepped forward; the fire felt like a 
warm breeze; he opened his mouth and immediately 
swallowed a lot of hot ash. 

","['George', 'the', 'Fred', 'The', 'Harry', 'Ron']"
866,"“Or you might well fall out of 
the wrong fireplace — ” 

“But don’t panic and get out too early; wait until you 
see Fred and George.” 

Trying hard to bear all this in mind, Harry took a 
pinch of Floo powder and walked to the edge of the 
fire. He took a deep breath, scattered the powder into 
the flames, and stepped forward; the fire felt like a 
warm breeze; he opened his mouth and immediately 
swallowed a lot of hot ash. 

 “D-Dia-gon Alley,” he coughed. 

","['Fred', 'Harry', 'George', 'the']"
867,"He took a deep breath, scattered the powder into 
the flames, and stepped forward; the fire felt like a 
warm breeze; he opened his mouth and immediately 
swallowed a lot of hot ash. 

 “D-Dia-gon Alley,” he coughed. 

 It felt as though he were being sucked down a giant 
drain.",['the']
868,"“D-Dia-gon Alley,” he coughed. 

 It felt as though he were being sucked down a giant 
drain. He seemed to be spinning very fast — the 
roaring in his ears was deafening — he tried to keep 
his eyes open but the whirl of green flames made him 
feel sick — something hard knocked his elbow and he 
tucked it in tightly, still spinning and spinning — now 
it felt as though cold hands were slapping his face — 
squinting through his glasses he saw a blurred 
stream of fireplaces and snatched glimpses of the 
rooms beyond — his bacon sandwiches were 
churning inside him — he closed his eyes again 
wishing it would stop, and then — 

He fell, face forward, onto cold stone and felt the 
bridge of his glasses snap. 

","['face', 'the']"
869,"It felt as though he were being sucked down a giant 
drain. He seemed to be spinning very fast — the 
roaring in his ears was deafening — he tried to keep 
his eyes open but the whirl of green flames made him 
feel sick — something hard knocked his elbow and he 
tucked it in tightly, still spinning and spinning — now 
it felt as though cold hands were slapping his face — 
squinting through his glasses he saw a blurred 
stream of fireplaces and snatched glimpses of the 
rooms beyond — his bacon sandwiches were 
churning inside him — he closed his eyes again 
wishing it would stop, and then — 

He fell, face forward, onto cold stone and felt the 
bridge of his glasses snap. 

 Dizzy and bruised, covered in soot, he got gingerly to 
his feet, holding his broken glasses up to his eyes.","['face', 'the']"
870,"He seemed to be spinning very fast — the 
roaring in his ears was deafening — he tried to keep 
his eyes open but the whirl of green flames made him 
feel sick — something hard knocked his elbow and he 
tucked it in tightly, still spinning and spinning — now 
it felt as though cold hands were slapping his face — 
squinting through his glasses he saw a blurred 
stream of fireplaces and snatched glimpses of the 
rooms beyond — his bacon sandwiches were 
churning inside him — he closed his eyes again 
wishing it would stop, and then — 

He fell, face forward, onto cold stone and felt the 
bridge of his glasses snap. 

 Dizzy and bruised, covered in soot, he got gingerly to 
his feet, holding his broken glasses up to his eyes. He 
was quite alone, but where he was, he had no idea. 

","['face', 'the']"
871,"Dizzy and bruised, covered in soot, he got gingerly to 
his feet, holding his broken glasses up to his eyes. He 
was quite alone, but where he was, he had no idea. 

 Page | 55 Harry Potter and the Chamber of Secrets - J.K. Rowling 




All he could tell was that he was standing in the stone 
fireplace of what looked like a large, dimly lit wizard’s 
shop — but nothing in here was ever likely to be on a 
Hogwarts school list. 

","['Harry Potter', 'the']"
872,"He 
was quite alone, but where he was, he had no idea. 

 Page | 55 Harry Potter and the Chamber of Secrets - J.K. Rowling 




All he could tell was that he was standing in the stone 
fireplace of what looked like a large, dimly lit wizard’s 
shop — but nothing in here was ever likely to be on a 
Hogwarts school list. 

 A glass case nearby held a withered hand on a 
cushion, a bloodstained pack of cards, and a staring 
glass eye.","['Harry Potter', 'the']"
873,"Page | 55 Harry Potter and the Chamber of Secrets - J.K. Rowling 




All he could tell was that he was standing in the stone 
fireplace of what looked like a large, dimly lit wizard’s 
shop — but nothing in here was ever likely to be on a 
Hogwarts school list. 

 A glass case nearby held a withered hand on a 
cushion, a bloodstained pack of cards, and a staring 
glass eye. Evil-looking masks stared down from the 
walls, an assortment of human bones lay upon the 
counter, and rusty, spiked instruments hung from 
the ceiling.","['Harry Potter', 'Evil', 'the']"
874,"A glass case nearby held a withered hand on a 
cushion, a bloodstained pack of cards, and a staring 
glass eye. Evil-looking masks stared down from the 
walls, an assortment of human bones lay upon the 
counter, and rusty, spiked instruments hung from 
the ceiling. Even worse, the dark, narrow street Harry 
could see through the dusty shop window was 
definitely not Diagon Alley. 

","['Harry', 'Evil', 'the']"
875,"Evil-looking masks stared down from the 
walls, an assortment of human bones lay upon the 
counter, and rusty, spiked instruments hung from 
the ceiling. Even worse, the dark, narrow street Harry 
could see through the dusty shop window was 
definitely not Diagon Alley. 

 The sooner he got out of here, the better.","['The', 'Harry', 'Evil', 'the']"
876,"Even worse, the dark, narrow street Harry 
could see through the dusty shop window was 
definitely not Diagon Alley. 

 The sooner he got out of here, the better. Nose still 
stinging where it had hit the hearth, Harry made his 
way swiftly and silently toward the door, but before 
he’d got halfway toward it, two people appeared on 
the other side of the glass — and one of them was the 
very last person Harry wanted to meet when he was 
lost, covered in soot, and wearing broken glasses: 
Draco Malfoy. 

","['The', 'Harry', 'Draco Malfoy', 'the']"
877,"The sooner he got out of here, the better. Nose still 
stinging where it had hit the hearth, Harry made his 
way swiftly and silently toward the door, but before 
he’d got halfway toward it, two people appeared on 
the other side of the glass — and one of them was the 
very last person Harry wanted to meet when he was 
lost, covered in soot, and wearing broken glasses: 
Draco Malfoy. 

 Harry looked quickly around and spotted a large 
black cabinet to his left; he shot inside it and pulled 
the doors closed, leaving a small crack to peer 
through.","['black', 'Draco Malfoy', 'the', 'The', 'Harry']"
878,"Nose still 
stinging where it had hit the hearth, Harry made his 
way swiftly and silently toward the door, but before 
he’d got halfway toward it, two people appeared on 
the other side of the glass — and one of them was the 
very last person Harry wanted to meet when he was 
lost, covered in soot, and wearing broken glasses: 
Draco Malfoy. 

 Harry looked quickly around and spotted a large 
black cabinet to his left; he shot inside it and pulled 
the doors closed, leaving a small crack to peer 
through. Seconds later, a bell clanged, and Malfoy 
stepped into the shop. 

","['Malfoy', 'black', 'Draco Malfoy', 'the', 'Harry']"
879,"Harry looked quickly around and spotted a large 
black cabinet to his left; he shot inside it and pulled 
the doors closed, leaving a small crack to peer 
through. Seconds later, a bell clanged, and Malfoy 
stepped into the shop. 

 The man who followed could only be Draco’s father. 

","['Malfoy', 'black', 'the', 'Draco', 'The', 'Harry']"
880,"Seconds later, a bell clanged, and Malfoy 
stepped into the shop. 

 The man who followed could only be Draco’s father. 

 He had the same pale, pointed face and identical cold, 
gray eyes.","['Malfoy', 'the', 'Draco', 'face', 'The']"
881,"The man who followed could only be Draco’s father. 

 He had the same pale, pointed face and identical cold, 
gray eyes. Mr. Malfoy crossed the shop, looking lazily 
at the items on display, and rang a bell on the 
counter before turning to his son and saying, “Touch 
nothing, Draco.” 

","['Malfoy', 'the', 'Draco', 'face', 'The']"
882,"He had the same pale, pointed face and identical cold, 
gray eyes. Mr. Malfoy crossed the shop, looking lazily 
at the items on display, and rang a bell on the 
counter before turning to his son and saying, “Touch 
nothing, Draco.” 

 Malfoy, who had reached for the glass eye, said, “I 
thought you were going to buy me a present.” 



","['Draco', 'Malfoy', 'face', 'the']"
883,"Mr. Malfoy crossed the shop, looking lazily 
at the items on display, and rang a bell on the 
counter before turning to his son and saying, “Touch 
nothing, Draco.” 

 Malfoy, who had reached for the glass eye, said, “I 
thought you were going to buy me a present.” 



 Page | 56 Harry Potter and the Chamber of Secrets - J.K. Rowling 




“I said I would buy you a racing broom,” said his 
father, drumming his fingers on the counter. 

","['Malfoy', 'broom', 'the', 'Draco', 'Harry Potter']"
884,"Malfoy, who had reached for the glass eye, said, “I 
thought you were going to buy me a present.” 



 Page | 56 Harry Potter and the Chamber of Secrets - J.K. Rowling 




“I said I would buy you a racing broom,” said his 
father, drumming his fingers on the counter. 

 “What’s the good of that if I’m not on the House 
team?” said Malfoy, looking sulky and bad-tempered. 
","['Malfoy', 'Harry Potter', 'broom', 'the']"
885,"Page | 56 Harry Potter and the Chamber of Secrets - J.K. Rowling 




“I said I would buy you a racing broom,” said his 
father, drumming his fingers on the counter. 

 “What’s the good of that if I’m not on the House 
team?” said Malfoy, looking sulky and bad-tempered. 
 “Harry Potter got a Nimbus Two Thousand last year. 
","['Malfoy', 'broom', 'Harry Potter', 'the']"
886,"“What’s the good of that if I’m not on the House 
team?” said Malfoy, looking sulky and bad-tempered. 
 “Harry Potter got a Nimbus Two Thousand last year. 
 Special permission from Dumbledore so he could play 
for Gryffindor.","['Malfoy', 'Harry Potter', 'Dumbledore', 'the']"
887,"“Harry Potter got a Nimbus Two Thousand last year. 
 Special permission from Dumbledore so he could play 
for Gryffindor. He’s not even that good, it’s just 
because he’s famous ... famous for having a stupid 
scar on his forehead. ...” 

","['Harry Potter', 'Dumbledore']"
888,"Special permission from Dumbledore so he could play 
for Gryffindor. He’s not even that good, it’s just 
because he’s famous ... famous for having a stupid 
scar on his forehead. ...” 

 Malfoy bent down to examine a shelf full of skulls. 

","['Malfoy', 'Dumbledore']"
889,"He’s not even that good, it’s just 
because he’s famous ... famous for having a stupid 
scar on his forehead. ...” 

 Malfoy bent down to examine a shelf full of skulls. 

 ""... everyone thinks he’s so smart, wonderful Potter 
with his scar and his broomstick — ” 

“You have told me this at least a dozen times 
already,” said Mr. Malfoy, with a quelling look at his 
son.",['Malfoy']
890,"Malfoy bent down to examine a shelf full of skulls. 

 ""... everyone thinks he’s so smart, wonderful Potter 
with his scar and his broomstick — ” 

“You have told me this at least a dozen times 
already,” said Mr. Malfoy, with a quelling look at his 
son. “And I would remind you that it is not — prudent 
— to appear less than fond of Harry Potter, not when 
most of our kind regard him as the hero who made 
the Dark Lord disappear — ah, Mr. Borgin.” 

","['Lord', 'Malfoy', 'Borgin', 'the', 'Harry Potter']"
891,"""... everyone thinks he’s so smart, wonderful Potter 
with his scar and his broomstick — ” 

“You have told me this at least a dozen times 
already,” said Mr. Malfoy, with a quelling look at his 
son. “And I would remind you that it is not — prudent 
— to appear less than fond of Harry Potter, not when 
most of our kind regard him as the hero who made 
the Dark Lord disappear — ah, Mr. Borgin.” 

 A stooping man had appeared behind the counter, 
smoothing his greasy hair back from his face. 

","['Lord', 'Malfoy', 'Borgin', 'the', 'Harry Potter', 'face']"
892,"“And I would remind you that it is not — prudent 
— to appear less than fond of Harry Potter, not when 
most of our kind regard him as the hero who made 
the Dark Lord disappear — ah, Mr. Borgin.” 

 A stooping man had appeared behind the counter, 
smoothing his greasy hair back from his face. 

 “Mr. Malfoy, what a pleasure to see you again,” said 
Mr. Borgin in a voice as oily as his hair.","['Lord', 'Malfoy', 'Borgin', 'the', 'Harry Potter', 'face']"
893,"A stooping man had appeared behind the counter, 
smoothing his greasy hair back from his face. 

 “Mr. Malfoy, what a pleasure to see you again,” said 
Mr. Borgin in a voice as oily as his hair. “Delighted — 
and young Master Malfoy, too — charmed.","['Malfoy', 'Borgin', 'face', 'the']"
894,"“Mr. Malfoy, what a pleasure to see you again,” said 
Mr. Borgin in a voice as oily as his hair. “Delighted — 
and young Master Malfoy, too — charmed. How may I 
be of assistance?","['Malfoy', 'Borgin']"
895,"“Delighted — 
and young Master Malfoy, too — charmed. How may I 
be of assistance? I must show you, just in today, and 
very reasonably priced — ” 

“I’m not buying today, Mr. Borgin, but selling,” said 
Mr. Malfoy. 

","['Malfoy', 'Borgin']"
896,"How may I 
be of assistance? I must show you, just in today, and 
very reasonably priced — ” 

“I’m not buying today, Mr. Borgin, but selling,” said 
Mr. Malfoy. 

 “Selling?”","['Malfoy', 'Borgin']"
897,"I must show you, just in today, and 
very reasonably priced — ” 

“I’m not buying today, Mr. Borgin, but selling,” said 
Mr. Malfoy. 

 “Selling?” The smile faded slightly from Mr. Borgin ’s 
face. 



","['Malfoy', 'face', 'The', 'Borgin']"
898,"“Selling?” The smile faded slightly from Mr. Borgin ’s 
face. 



 Page | 57","['The', 'face', 'Borgin']"
899,"The smile faded slightly from Mr. Borgin ’s 
face. 



 Page | 57 Harry Potter and the Chamber of Secrets - J.K. Rowling 




“You have heard, of course, that the Ministry is 
conducting more raids,” said Mr. Malfoy, taking a roll 
of parchment from his inside pocket and unraveling it 
for Mr. Borgin to read.","['Malfoy', 'the', 'Borgin', 'Harry Potter', 'face', 'The']"
900,"Page | 57 Harry Potter and the Chamber of Secrets - J.K. Rowling 




“You have heard, of course, that the Ministry is 
conducting more raids,” said Mr. Malfoy, taking a roll 
of parchment from his inside pocket and unraveling it 
for Mr. Borgin to read. “I have a few — ah — items at 
home that might embarrass me, if the Ministry were 
to call.","['Malfoy', 'Borgin', 'Harry Potter', 'the']"
901,"Harry Potter and the Chamber of Secrets - J.K. Rowling 




“You have heard, of course, that the Ministry is 
conducting more raids,” said Mr. Malfoy, taking a roll 
of parchment from his inside pocket and unraveling it 
for Mr. Borgin to read. “I have a few — ah — items at 
home that might embarrass me, if the Ministry were 
to call. ...” 

Mr. Borgin fixed a pair of pince-nez to his nose and 
looked down the list. 

","['Malfoy', 'Borgin', 'Harry Potter', 'the']"
902,"“I have a few — ah — items at 
home that might embarrass me, if the Ministry were 
to call. ...” 

Mr. Borgin fixed a pair of pince-nez to his nose and 
looked down the list. 

 “The Ministry wouldn’t presume to trouble you, sir, 
surely?” 

","['The', 'Borgin', 'the']"
903,"...” 

Mr. Borgin fixed a pair of pince-nez to his nose and 
looked down the list. 

 “The Ministry wouldn’t presume to trouble you, sir, 
surely?” 

 Mr. Malfoy’s lip curled. 

","['the', 'Malfoy', 'The', 'Borgin']"
904,"“The Ministry wouldn’t presume to trouble you, sir, 
surely?” 

 Mr. Malfoy’s lip curled. 

 “I have not been visited yet.","['The', 'Malfoy']"
905,"Mr. Malfoy’s lip curled. 

 “I have not been visited yet. The name Malfoy still 
commands a certain respect, yet the Ministry grows 
ever more meddlesome.","['Malfoy', 'The', 'the']"
906,"“I have not been visited yet. The name Malfoy still 
commands a certain respect, yet the Ministry grows 
ever more meddlesome. There are rumors about a 
new Muggle Protection Act — no doubt that flea- 
bitten, Muggle-loving fool Arthur Weasley is behind it 



Harry felt a hot surge of anger. 

","['Malfoy', 'Arthur Weasley', 'the', 'The', 'Harry']"
907,"The name Malfoy still 
commands a certain respect, yet the Ministry grows 
ever more meddlesome. There are rumors about a 
new Muggle Protection Act — no doubt that flea- 
bitten, Muggle-loving fool Arthur Weasley is behind it 



Harry felt a hot surge of anger. 

 “ — and as you see, certain of these poisons might 
make it appear — ” 

“I understand, sir, of course,” said Mr. Borgin.","['Malfoy', 'Arthur Weasley', 'the', 'Borgin', 'The', 'Harry']"
908,"There are rumors about a 
new Muggle Protection Act — no doubt that flea- 
bitten, Muggle-loving fool Arthur Weasley is behind it 



Harry felt a hot surge of anger. 

 “ — and as you see, certain of these poisons might 
make it appear — ” 

“I understand, sir, of course,” said Mr. Borgin. “Let 
me see ...” 

“Can I have that?” interrupted Draco, pointing at the 
withered hand on its cushion. 

","['Arthur Weasley', 'the', 'Draco', 'Borgin', 'Harry']"
909,"“ — and as you see, certain of these poisons might 
make it appear — ” 

“I understand, sir, of course,” said Mr. Borgin. “Let 
me see ...” 

“Can I have that?” interrupted Draco, pointing at the 
withered hand on its cushion. 

 “Ah, the Hand of Glory!” said Mr. Borgin, abandoning 
Mr. Malfoy’s list and scurrying over to Draco.","['Draco', 'the', 'Malfoy', 'Borgin']"
910,"“Let 
me see ...” 

“Can I have that?” interrupted Draco, pointing at the 
withered hand on its cushion. 

 “Ah, the Hand of Glory!” said Mr. Borgin, abandoning 
Mr. Malfoy’s list and scurrying over to Draco. “Insert a 
candle and it gives light only to the holder!","['Draco', 'Malfoy', 'Borgin', 'the']"
911,"“Ah, the Hand of Glory!” said Mr. Borgin, abandoning 
Mr. Malfoy’s list and scurrying over to Draco. “Insert a 
candle and it gives light only to the holder! Best friend 
of thieves and plunderers!","['Draco', 'Malfoy', 'Borgin', 'the']"
912,"“Insert a 
candle and it gives light only to the holder! Best friend 
of thieves and plunderers! Your son has fine taste, 
sir.” 



",['the']
913,"Best friend 
of thieves and plunderers! Your son has fine taste, 
sir.” 



 Page | 58 Harry Potter and the Chamber of Secrets - J.K. Rowling 




“I hope my son will amount to more than a thief or a 
plunderer, Borgin,” said Mr. Malfoy coldly, and Mr. 
Borgin said quickly, “No offense, sir, no offense meant 



“Though if his grades don’t pick up,” said Mr. Malfoy, 
more coldly still, “that may indeed be all he is fit for 



“It’s not my fault,” retorted Draco.","['Malfoy', 'hope', 'Borgin', 'the', 'Draco', 'Harry Potter']"
914,"Your son has fine taste, 
sir.” 



 Page | 58 Harry Potter and the Chamber of Secrets - J.K. Rowling 




“I hope my son will amount to more than a thief or a 
plunderer, Borgin,” said Mr. Malfoy coldly, and Mr. 
Borgin said quickly, “No offense, sir, no offense meant 



“Though if his grades don’t pick up,” said Mr. Malfoy, 
more coldly still, “that may indeed be all he is fit for 



“It’s not my fault,” retorted Draco. “The teachers all 
have favorites, that Hermione Granger — ” 

“I would have thought you’d be ashamed that a girl of 
no wizard family beat you in every exam,” snapped 
Mr. Malfoy. 

","['Malfoy', 'hope', 'Hermione Granger', 'Borgin', 'the', 'Draco', 'Harry Potter', 'The']"
915,"Page | 58 Harry Potter and the Chamber of Secrets - J.K. Rowling 




“I hope my son will amount to more than a thief or a 
plunderer, Borgin,” said Mr. Malfoy coldly, and Mr. 
Borgin said quickly, “No offense, sir, no offense meant 



“Though if his grades don’t pick up,” said Mr. Malfoy, 
more coldly still, “that may indeed be all he is fit for 



“It’s not my fault,” retorted Draco. “The teachers all 
have favorites, that Hermione Granger — ” 

“I would have thought you’d be ashamed that a girl of 
no wizard family beat you in every exam,” snapped 
Mr. Malfoy. 

 “Ha!” said Harry under his breath, pleased to see 
Draco looking both abashed and angry. 

","['Malfoy', 'hope', 'Hermione Granger', 'Borgin', 'the', 'Draco', 'Harry Potter', 'angry', 'The', 'Harry']"
916,"“The teachers all 
have favorites, that Hermione Granger — ” 

“I would have thought you’d be ashamed that a girl of 
no wizard family beat you in every exam,” snapped 
Mr. Malfoy. 

 “Ha!” said Harry under his breath, pleased to see 
Draco looking both abashed and angry. 

 “It’s the same all over,” said Mr. Borgin, in his oily 
voice.","['Malfoy', 'Hermione Granger', 'the', 'Draco', 'Borgin', 'angry', 'The', 'Harry']"
917,"“Ha!” said Harry under his breath, pleased to see 
Draco looking both abashed and angry. 

 “It’s the same all over,” said Mr. Borgin, in his oily 
voice. “Wizard blood is counting for less everywhere — 



“Not with me,” said Mr. Malfoy, his long nostrils 
flaring. 

","['Malfoy', 'Borgin', 'Draco', 'the', 'angry', 'Harry']"
918,"“It’s the same all over,” said Mr. Borgin, in his oily 
voice. “Wizard blood is counting for less everywhere — 



“Not with me,” said Mr. Malfoy, his long nostrils 
flaring. 

 “No, sir, nor with me, sir,” said Mr. Borgin, with a 
deep bow. 

","['Malfoy', 'Borgin', 'the']"
919,"“Wizard blood is counting for less everywhere — 



“Not with me,” said Mr. Malfoy, his long nostrils 
flaring. 

 “No, sir, nor with me, sir,” said Mr. Borgin, with a 
deep bow. 

 “In that case, perhaps we can return to my list,” said 
Mr. Malfoy shortly.","['Malfoy', 'Borgin']"
920,"“No, sir, nor with me, sir,” said Mr. Borgin, with a 
deep bow. 

 “In that case, perhaps we can return to my list,” said 
Mr. Malfoy shortly. “I am in something of a hurry, 
Borgin, I have important business elsewhere today — ” 

They started to haggle.","['Malfoy', 'Borgin']"
921,"“In that case, perhaps we can return to my list,” said 
Mr. Malfoy shortly. “I am in something of a hurry, 
Borgin, I have important business elsewhere today — ” 

They started to haggle. Harry watched nervously as 
Draco drew nearer and nearer to his hiding place, 
examining the objects for sale.","['Malfoy', 'the', 'Draco', 'Borgin', 'Harry']"
922,"“I am in something of a hurry, 
Borgin, I have important business elsewhere today — ” 

They started to haggle. Harry watched nervously as 
Draco drew nearer and nearer to his hiding place, 
examining the objects for sale. Draco paused to 
examine a long coil of hangman’s rope and to read, 
smirking, the card propped on a magnificent necklace 



Page | 59","['Draco', 'the', 'Harry', 'Borgin']"
923,"Harry watched nervously as 
Draco drew nearer and nearer to his hiding place, 
examining the objects for sale. Draco paused to 
examine a long coil of hangman’s rope and to read, 
smirking, the card propped on a magnificent necklace 



Page | 59 Harry Potter and the Chamber of Secrets - J.K. Rowling 




of opals, Caution: Do Not Touch.","['Draco', 'Harry', 'Harry Potter', 'the']"
924,"Draco paused to 
examine a long coil of hangman’s rope and to read, 
smirking, the card propped on a magnificent necklace 



Page | 59 Harry Potter and the Chamber of Secrets - J.K. Rowling 




of opals, Caution: Do Not Touch. Cursed — Has 
Claimed the Lives of Nineteen Muggle Owners to Date. 



","['Draco', 'Harry Potter', 'the']"
925,"Harry Potter and the Chamber of Secrets - J.K. Rowling 




of opals, Caution: Do Not Touch. Cursed — Has 
Claimed the Lives of Nineteen Muggle Owners to Date. 



 Draco turned away and saw the cabinet right in front 
of him.","['Draco', 'Harry Potter', 'the']"
926,"Cursed — Has 
Claimed the Lives of Nineteen Muggle Owners to Date. 



 Draco turned away and saw the cabinet right in front 
of him. He walked forward — he stretched out his 
hand for the handle — 

“Done,” said Mr. Malfoy at the counter.","['Draco', 'Malfoy', 'the']"
927,"Draco turned away and saw the cabinet right in front 
of him. He walked forward — he stretched out his 
hand for the handle — 

“Done,” said Mr. Malfoy at the counter. “Come, Draco 



Harry wiped his forehead on his sleeve as Draco 
turned away. 

","['Draco', 'Malfoy', 'Harry', 'the']"
928,"He walked forward — he stretched out his 
hand for the handle — 

“Done,” said Mr. Malfoy at the counter. “Come, Draco 



Harry wiped his forehead on his sleeve as Draco 
turned away. 

 “Good day to you, Mr. Borgin.","['Malfoy', 'day', 'the', 'Draco', 'Borgin', 'Harry']"
929,"“Come, Draco 



Harry wiped his forehead on his sleeve as Draco 
turned away. 

 “Good day to you, Mr. Borgin. Ill expect you at the 
manor tomorrow to pick up the goods.” 

","['day', 'the', 'Draco', 'Borgin', 'Harry']"
930,"“Good day to you, Mr. Borgin. Ill expect you at the 
manor tomorrow to pick up the goods.” 

 The moment the door had closed, Mr. Borgin dropped 
his oily manner. 

","['the', 'day', 'The', 'Borgin']"
931,"Ill expect you at the 
manor tomorrow to pick up the goods.” 

 The moment the door had closed, Mr. Borgin dropped 
his oily manner. 

 “Good day yourself, Mister Malfoy, and if the stories 
are true, you haven’t sold me half of what’s hidden in 
your manor. ...” 

Muttering darkly, Mr. Borgin disappeared into a back 
room.","['Malfoy', 'day', 'Borgin', 'the', 'The']"
932,"The moment the door had closed, Mr. Borgin dropped 
his oily manner. 

 “Good day yourself, Mister Malfoy, and if the stories 
are true, you haven’t sold me half of what’s hidden in 
your manor. ...” 

Muttering darkly, Mr. Borgin disappeared into a back 
room. Harry waited for a minute in case he came 
back, then, quietly as he could, slipped out of the 
cabinet, past the glass cases, and out of the shop 
door. 

","['Malfoy', 'day', 'Borgin', 'the', 'The', 'Harry']"
933,"“Good day yourself, Mister Malfoy, and if the stories 
are true, you haven’t sold me half of what’s hidden in 
your manor. ...” 

Muttering darkly, Mr. Borgin disappeared into a back 
room. Harry waited for a minute in case he came 
back, then, quietly as he could, slipped out of the 
cabinet, past the glass cases, and out of the shop 
door. 

 Clutching his broken glasses to his face, Harry stared 
around.","['Malfoy', 'day', 'Borgin', 'the', 'face', 'Harry']"
934,"Harry waited for a minute in case he came 
back, then, quietly as he could, slipped out of the 
cabinet, past the glass cases, and out of the shop 
door. 

 Clutching his broken glasses to his face, Harry stared 
around. He had emerged into a dingy alleyway that 
seemed to be made up entirely of shops devoted to the 
Dark Arts.","['Harry', 'face', 'the']"
935,"Clutching his broken glasses to his face, Harry stared 
around. He had emerged into a dingy alleyway that 
seemed to be made up entirely of shops devoted to the 
Dark Arts. The one he’d just left, Borgin and Burkes, 
looked like the largest, but opposite was a nasty 
window display of shrunken heads and, two doors 
down, a large cage was alive with gigantic black 
spiders.","['black', 'the', 'Borgin', 'face', 'The', 'Harry']"
936,"He had emerged into a dingy alleyway that 
seemed to be made up entirely of shops devoted to the 
Dark Arts. The one he’d just left, Borgin and Burkes, 
looked like the largest, but opposite was a nasty 
window display of shrunken heads and, two doors 
down, a large cage was alive with gigantic black 
spiders. Two shab by-looking wizards were watching 
him from the shadow of a doorway, muttering to each 
other.","['The', 'Borgin', 'black', 'the']"
937,"The one he’d just left, Borgin and Burkes, 
looked like the largest, but opposite was a nasty 
window display of shrunken heads and, two doors 
down, a large cage was alive with gigantic black 
spiders. Two shab by-looking wizards were watching 
him from the shadow of a doorway, muttering to each 
other. Feeling jumpy, Harry set off, trying to hold his 
Page | 60","['black', 'the', 'Borgin', 'The', 'Harry']"
938,"Two shab by-looking wizards were watching 
him from the shadow of a doorway, muttering to each 
other. Feeling jumpy, Harry set off, trying to hold his 
Page | 60 Harry Potter and the Chamber of Secrets - J.K. Rowling 




glasses on straight and hoping against hope he’d be 
able to find a way out of here. 

","['hope', 'the', 'Harry Potter', 'able', 'Harry']"
939,"Feeling jumpy, Harry set off, trying to hold his 
Page | 60 Harry Potter and the Chamber of Secrets - J.K. Rowling 




glasses on straight and hoping against hope he’d be 
able to find a way out of here. 

 An old wooden street sign hanging over a shop selling 
poisonous candles told him he was in Knockturn 
Alley.","['hope', 'the', 'Harry Potter', 'able', 'Harry']"
940,"Harry Potter and the Chamber of Secrets - J.K. Rowling 




glasses on straight and hoping against hope he’d be 
able to find a way out of here. 

 An old wooden street sign hanging over a shop selling 
poisonous candles told him he was in Knockturn 
Alley. This didn’t help, as Harry had never heard of 
such a place.","['hope', 'the', 'Harry Potter', 'able', 'Harry']"
941,"An old wooden street sign hanging over a shop selling 
poisonous candles told him he was in Knockturn 
Alley. This didn’t help, as Harry had never heard of 
such a place. He supposed he hadn’t spoken clearly 
enough through his mouthful of ashes back in the 
Weasleys’ fire.","['Harry', 'the']"
942,"This didn’t help, as Harry had never heard of 
such a place. He supposed he hadn’t spoken clearly 
enough through his mouthful of ashes back in the 
Weasleys’ fire. Trying to stay calm, he wondered what 
to do. 

","['Harry', 'the']"
