start_sent,sentences,entities
2060,"but you go snogging her now and she’s just 
going to get her hopes up again — ” 

“She’s not an idiot, she knows it can’t happen, she’s 
not expecting us to — to end up married, or — ” 

As he said it, a vivid picture formed in Harry’s mind of 
Ginny in a white dress, marrying a tall, faceless, and 
unpleasant stranger. In one spiraling moment it 
seemed to hit him: Her future was free and 
unencumbered, whereas his ... he could see nothing 
but Voldemort ahead. 

","['Voldemort', 'Harry', 'Ginny', 'tall']"
2061,"and she’s just 
going to get her hopes up again — ” 

“She’s not an idiot, she knows it can’t happen, she’s 
not expecting us to — to end up married, or — ” 

As he said it, a vivid picture formed in Harry’s mind of 
Ginny in a white dress, marrying a tall, faceless, and 
unpleasant stranger. In one spiraling moment it 
seemed to hit him: Her future was free and 
unencumbered, whereas his ... he could see nothing 
but Voldemort ahead. 

 “If you keep groping her every chance you get — ” 

“It won’t happen again,” said Harry harshly.","['Voldemort', 'Harry', 'Ginny', 'tall']"
2062,"In one spiraling moment it 
seemed to hit him: Her future was free and 
unencumbered, whereas his ... he could see nothing 
but Voldemort ahead. 

 “If you keep groping her every chance you get — ” 

“It won’t happen again,” said Harry harshly. The day 
was cloudless, but he felt as though the sun had gone 
in.","['day', 'Voldemort', 'Harry']"
2063,"“If you keep groping her every chance you get — ” 

“It won’t happen again,” said Harry harshly. The day 
was cloudless, but he felt as though the sun had gone 
in. “Okay?” 

Ron looked half resentful, half sheepish; he rocked 
backward and forward on his feet for a moment, then 
said, “Right then, well, that’s ...","['day', 'Ron', 'Harry']"
2064,"The day 
was cloudless, but he felt as though the sun had gone 
in. “Okay?” 

Ron looked half resentful, half sheepish; he rocked 
backward and forward on his feet for a moment, then 
said, “Right then, well, that’s ... yeah.” 

","['day', 'Ron']"
2065,"“Okay?” 

Ron looked half resentful, half sheepish; he rocked 
backward and forward on his feet for a moment, then 
said, “Right then, well, that’s ... yeah.” 

 Ginny did not seek another one-to-one meeting with 
Harry for the rest of the day, nor by any look or 
gesture did she show that they had shared more than 
polite conversation in her room.","['day', 'Ron', 'Harry', 'Ginny']"
2066,"yeah.” 

 Ginny did not seek another one-to-one meeting with 
Harry for the rest of the day, nor by any look or 
gesture did she show that they had shared more than 
polite conversation in her room. Nevertheless, 

Charlie’s arrival came as a relief to Harry.","['day', 'Harry', 'Charlie', 'Ginny']"
2067,"Ginny did not seek another one-to-one meeting with 
Harry for the rest of the day, nor by any look or 
gesture did she show that they had shared more than 
polite conversation in her room. Nevertheless, 

Charlie’s arrival came as a relief to Harry. It provided 
a distraction, watching Mrs. Weasley force Charlie 
into a chair, raise her wand threateningly, and 
announce that he was about to get a proper haircut. 

","['day', 'Harry', 'Charlie', 'Ginny']"
2068,"Nevertheless, 

Charlie’s arrival came as a relief to Harry. It provided 
a distraction, watching Mrs. Weasley force Charlie 
into a chair, raise her wand threateningly, and 
announce that he was about to get a proper haircut. 

 As Harry’s birthday dinner would have stretched the 
Burrow’s kitchen to breaking point even before the 
arrival of Charlie, Lupin, Tonks, and Hagrid, several 
tables were placed end to end in the garden.","['Lupin', 'Hagrid', 'Harry', 'Charlie']"
2069,"It provided 
a distraction, watching Mrs. Weasley force Charlie 
into a chair, raise her wand threateningly, and 
announce that he was about to get a proper haircut. 

 As Harry’s birthday dinner would have stretched the 
Burrow’s kitchen to breaking point even before the 
arrival of Charlie, Lupin, Tonks, and Hagrid, several 
tables were placed end to end in the garden. Fred and 
George bewitched a number of purple lanterns, all 
emblazoned with a large number 17, to hang in 
midair over the guests.","['Charlie', 'Fred', 'Hagrid', 'Harry', 'George', 'Lupin']"
2070,"As Harry’s birthday dinner would have stretched the 
Burrow’s kitchen to breaking point even before the 
arrival of Charlie, Lupin, Tonks, and Hagrid, several 
tables were placed end to end in the garden. Fred and 
George bewitched a number of purple lanterns, all 
emblazoned with a large number 17, to hang in 
midair over the guests. Thanks to Mrs. Weasley’s 
Page | 131 Harry Potter and the Deathly Hallows - J.K. Rowling 




ministrations, George’s wound was neat and clean, 
but Harry was not yet used to the dark hole in the 
side of his head, despite the twins’ many jokes about 
it. 

","['Charlie', 'Fred', 'Hagrid', 'Harry', 'Harry Potter', 'George', 'Lupin']"
2071,"Fred and 
George bewitched a number of purple lanterns, all 
emblazoned with a large number 17, to hang in 
midair over the guests. Thanks to Mrs. Weasley’s 
Page | 131 Harry Potter and the Deathly Hallows - J.K. Rowling 




ministrations, George’s wound was neat and clean, 
but Harry was not yet used to the dark hole in the 
side of his head, despite the twins’ many jokes about 
it. 

 Hermione made purple and gold streamers erupt from 
the end of her wand and drape themselves artistically 
over the trees and bushes. 

","['Fred', 'Harry', 'Harry Potter', 'Hermione', 'George']"
2072,"Thanks to Mrs. Weasley’s 
Page | 131 Harry Potter and the Deathly Hallows - J.K. Rowling 




ministrations, George’s wound was neat and clean, 
but Harry was not yet used to the dark hole in the 
side of his head, despite the twins’ many jokes about 
it. 

 Hermione made purple and gold streamers erupt from 
the end of her wand and drape themselves artistically 
over the trees and bushes. 

 “Nice,” said Ron, as with one final flourish of her 
wand, Hermione turned the leaves on the crabapple 
tree to gold.","['Ron', 'Harry', 'Harry Potter', 'Hermione', 'George']"
2073,"Hermione made purple and gold streamers erupt from 
the end of her wand and drape themselves artistically 
over the trees and bushes. 

 “Nice,” said Ron, as with one final flourish of her 
wand, Hermione turned the leaves on the crabapple 
tree to gold. “You’ve really got an eye for that sort of 
thing.” 

","['Hermione', 'Ron']"
2074,"“Nice,” said Ron, as with one final flourish of her 
wand, Hermione turned the leaves on the crabapple 
tree to gold. “You’ve really got an eye for that sort of 
thing.” 

 “Thank you, Ron!” said Hermione, looking both 
pleased and a little confused.","['Hermione', 'Ron']"
2075,"“You’ve really got an eye for that sort of 
thing.” 

 “Thank you, Ron!” said Hermione, looking both 
pleased and a little confused. Harry turned away, 
smiling to himself.","['Hermione', 'Ron', 'Harry']"
2076,"“Thank you, Ron!” said Hermione, looking both 
pleased and a little confused. Harry turned away, 
smiling to himself. He had a funny notion that he 
would find a chapter on compliments when he found 
time to peruse his copy of Twelve Fail-Safe Ways to 
Charm Witches; he caught Ginny’s eye and grinned at 
her before remembering his promise to Ron and 
hurriedly striking up a conversation with Monsieur 
Delacour. 

","['Hermione', 'Ron', 'Harry', 'Ginny']"
2077,"Harry turned away, 
smiling to himself. He had a funny notion that he 
would find a chapter on compliments when he found 
time to peruse his copy of Twelve Fail-Safe Ways to 
Charm Witches; he caught Ginny’s eye and grinned at 
her before remembering his promise to Ron and 
hurriedly striking up a conversation with Monsieur 
Delacour. 

 “Out of the way, out of the way!” sang Mrs. Weasley, 
coming through the gate with what appeared to be a 
giant, beach-ball-sized Snitch floating in front of her. 
","['ball', 'Ron', 'Harry', 'Ginny']"
2078,"He had a funny notion that he 
would find a chapter on compliments when he found 
time to peruse his copy of Twelve Fail-Safe Ways to 
Charm Witches; he caught Ginny’s eye and grinned at 
her before remembering his promise to Ron and 
hurriedly striking up a conversation with Monsieur 
Delacour. 

 “Out of the way, out of the way!” sang Mrs. Weasley, 
coming through the gate with what appeared to be a 
giant, beach-ball-sized Snitch floating in front of her. 
 Seconds later Harry realized that it was his birthday 
cake, which Mrs. Weasley was suspending with her 
wand, rather than risk carrying it over the uneven 
ground.","['ball', 'Ron', 'Harry', 'Ginny']"
2079,"“Out of the way, out of the way!” sang Mrs. Weasley, 
coming through the gate with what appeared to be a 
giant, beach-ball-sized Snitch floating in front of her. 
 Seconds later Harry realized that it was his birthday 
cake, which Mrs. Weasley was suspending with her 
wand, rather than risk carrying it over the uneven 
ground. When the cake had finally landed in the 
middle of the table, Harry said, “That looks amazing, 
Mrs. Weasley.” 

","['ball', 'Harry']"
2080,"Seconds later Harry realized that it was his birthday 
cake, which Mrs. Weasley was suspending with her 
wand, rather than risk carrying it over the uneven 
ground. When the cake had finally landed in the 
middle of the table, Harry said, “That looks amazing, 
Mrs. Weasley.” 

 “Oh, it’s nothing, dear,” she said fondly.",['Harry']
2081,"When the cake had finally landed in the 
middle of the table, Harry said, “That looks amazing, 
Mrs. Weasley.” 

 “Oh, it’s nothing, dear,” she said fondly. Over her 
shoulder, Ron gave Harry the thumbs-up and 
mouthed, Good one. 



","['Ron', 'Harry']"
2082,"“Oh, it’s nothing, dear,” she said fondly. Over her 
shoulder, Ron gave Harry the thumbs-up and 
mouthed, Good one. 



 Page | 132 Harry Potter and the Deathly Hallows - J.K. Rowling 




By seven o’clock all the guests had arrived, led into 
the house by Fred and George, who had waited for 
them at the end of the lane.","['Fred', 'Ron', 'Harry', 'Harry Potter', 'George']"
2083,"Over her 
shoulder, Ron gave Harry the thumbs-up and 
mouthed, Good one. 



 Page | 132 Harry Potter and the Deathly Hallows - J.K. Rowling 




By seven o’clock all the guests had arrived, led into 
the house by Fred and George, who had waited for 
them at the end of the lane. Hagrid had honored the 
occasion by wearing his best, and horrible, hairy 
brown suit.","['Fred', 'Hagrid', 'Ron', 'Harry', 'Harry Potter', 'George']"
2084,"Page | 132 Harry Potter and the Deathly Hallows - J.K. Rowling 




By seven o’clock all the guests had arrived, led into 
the house by Fred and George, who had waited for 
them at the end of the lane. Hagrid had honored the 
occasion by wearing his best, and horrible, hairy 
brown suit. Although Lupin smiled as he shook 
Harry’s hand, Harry thought he looked rather 
unhappy.","['Fred', 'Hagrid', 'Harry', 'Harry Potter', 'George', 'Lupin']"
2085,"Hagrid had honored the 
occasion by wearing his best, and horrible, hairy 
brown suit. Although Lupin smiled as he shook 
Harry’s hand, Harry thought he looked rather 
unhappy. It was all very odd; Tonks, beside him, 
looked simply radiant. 

","['Hagrid', 'Lupin', 'Harry']"
2086,"Although Lupin smiled as he shook 
Harry’s hand, Harry thought he looked rather 
unhappy. It was all very odd; Tonks, beside him, 
looked simply radiant. 

 “Happy birthday, Harry,” she said, hugging him 
tightly. 

","['Lupin', 'Harry']"
2087,"It was all very odd; Tonks, beside him, 
looked simply radiant. 

 “Happy birthday, Harry,” she said, hugging him 
tightly. 

 “Seventeen, eh!” said Hagrid as he accepted a bucket- 
sized glass of wine from Fred.","['Hagrid', 'Harry', 'Fred']"
2088,"“Happy birthday, Harry,” she said, hugging him 
tightly. 

 “Seventeen, eh!” said Hagrid as he accepted a bucket- 
sized glass of wine from Fred. “Six years ter the day 
since we met, Harry, d’yeh remember it?” 

“Vaguely,” said Harry, grinning up at him.","['Hagrid', 'day', 'Harry', 'Fred']"
2089,"“Seventeen, eh!” said Hagrid as he accepted a bucket- 
sized glass of wine from Fred. “Six years ter the day 
since we met, Harry, d’yeh remember it?” 

“Vaguely,” said Harry, grinning up at him. “Didn’t you 
smash down the front door, give Dudley a pig’s tail, 
and tell me I was a wizard?” 

“I forge’ the details,” Hagrid chortled.","['Fred', 'Hagrid', 'day', 'Dudley', 'Harry']"
2090,"“Six years ter the day 
since we met, Harry, d’yeh remember it?” 

“Vaguely,” said Harry, grinning up at him. “Didn’t you 
smash down the front door, give Dudley a pig’s tail, 
and tell me I was a wizard?” 

“I forge’ the details,” Hagrid chortled. “All righ’, Ron, 
Hermione?” 

“We’re fine,” said Hermione.","['Hagrid', 'day', 'Dudley', 'Ron', 'Harry', 'Hermione']"
2091,"“Didn’t you 
smash down the front door, give Dudley a pig’s tail, 
and tell me I was a wizard?” 

“I forge’ the details,” Hagrid chortled. “All righ’, Ron, 
Hermione?” 

“We’re fine,” said Hermione. “How are you?” 

","['Hagrid', 'Dudley', 'Ron', 'Hermione']"
2092,"“All righ’, Ron, 
Hermione?” 

“We’re fine,” said Hermione. “How are you?” 

 “Ar, not bad.","['Hermione', 'Ron']"
2093,"“How are you?” 

 “Ar, not bad. Bin busy, we got some newborn 
unicorns, I’ll show yeh when yeh get back — ” Harry 
avoided Ron’s and Hermione’s gazes as Hagrid 
rummaged in his pocket.","['Hagrid', 'Hermione', 'Ron', 'Harry']"
2094,"“Ar, not bad. Bin busy, we got some newborn 
unicorns, I’ll show yeh when yeh get back — ” Harry 
avoided Ron’s and Hermione’s gazes as Hagrid 
rummaged in his pocket. “Here, Harry — couldn’ 
think what ter get yeh, but then I remembered this.” 
","['Hagrid', 'Hermione', 'Ron', 'Harry']"
2095,"Bin busy, we got some newborn 
unicorns, I’ll show yeh when yeh get back — ” Harry 
avoided Ron’s and Hermione’s gazes as Hagrid 
rummaged in his pocket. “Here, Harry — couldn’ 
think what ter get yeh, but then I remembered this.” 
 He pulled out a small, slightly furry drawstring pouch 
with a long string, evidently intended to be worn 
around the neck.","['Hagrid', 'Hermione', 'Ron', 'Harry']"
2096,"“Here, Harry — couldn’ 
think what ter get yeh, but then I remembered this.” 
 He pulled out a small, slightly furry drawstring pouch 
with a long string, evidently intended to be worn 
around the neck. “Mokeskin.",['Harry']
2099,"Hide anythin’ in there 
an’ no one but the owner can get it out. They’re rare, 
them.” 

 “Hagrid, thanks!” 



",['Hagrid']
2100,"They’re rare, 
them.” 

 “Hagrid, thanks!” 



 Page | 133 Harry Potter and the Deathly Hallows - J.K. Rowling 




“ ’S’nothin’,” said Hagrid with a wave of a dustbin-lid- 
sized hand.","['Hagrid', 'Harry Potter']"
2101,"“Hagrid, thanks!” 



 Page | 133 Harry Potter and the Deathly Hallows - J.K. Rowling 




“ ’S’nothin’,” said Hagrid with a wave of a dustbin-lid- 
sized hand. “An’ there’s Charlie!","['Hagrid', 'Charlie', 'Harry Potter']"
2102,"Page | 133 Harry Potter and the Deathly Hallows - J.K. Rowling 




“ ’S’nothin’,” said Hagrid with a wave of a dustbin-lid- 
sized hand. “An’ there’s Charlie! Always liked him — 
hey!","['Hagrid', 'Charlie', 'Harry Potter']"
2103,"“An’ there’s Charlie! Always liked him — 
hey! Charlie!” 

",['Charlie']
2104,"Always liked him — 
hey! Charlie!” 

 Charlie approached, running his hand slightly 
ruefully over his new, brutally short haircut.",['Charlie']
2105,"Charlie!” 

 Charlie approached, running his hand slightly 
ruefully over his new, brutally short haircut. He was 
shorter than Ron, thickset, with a number of burns 
and scratches up his muscley arms. 

","['Ron', 'Charlie']"
2106,"Charlie approached, running his hand slightly 
ruefully over his new, brutally short haircut. He was 
shorter than Ron, thickset, with a number of burns 
and scratches up his muscley arms. 

 “Hi, Hagrid, how’s it going?” 

“Bin meanin’ ter write fer ages.","['Hagrid', 'Ron', 'Charlie']"
2107,"He was 
shorter than Ron, thickset, with a number of burns 
and scratches up his muscley arms. 

 “Hi, Hagrid, how’s it going?” 

“Bin meanin’ ter write fer ages. How’s Norbert doin’?” 

“Norbert?”","['Hagrid', 'Ron']"
2108,"“Hi, Hagrid, how’s it going?” 

“Bin meanin’ ter write fer ages. How’s Norbert doin’?” 

“Norbert?” Charlie laughed.","['Hagrid', 'Charlie']"
2109,"How’s Norbert doin’?” 

“Norbert?” Charlie laughed. “The Norwegian 
Ridgeback?",['Charlie']
2110,"Charlie laughed. “The Norwegian 
Ridgeback? We call her Norberta now.” 

","['Norberta', 'Charlie']"
2111,"“The Norwegian 
Ridgeback? We call her Norberta now.” 

 “Wha — Norbert’s a girl?” 

",['Norberta']
2112,"We call her Norberta now.” 

 “Wha — Norbert’s a girl?” 

 “Oh yeah,” said Charlie. 

","['Norberta', 'Charlie']"
2113,"“Wha — Norbert’s a girl?” 

 “Oh yeah,” said Charlie. 

 “How can you tell?” asked Hermione. 

","['Hermione', 'Charlie']"
2114,"“Oh yeah,” said Charlie. 

 “How can you tell?” asked Hermione. 

 “They’re a lot more vicious,” said Charlie.","['Hermione', 'Charlie']"
2115,"“How can you tell?” asked Hermione. 

 “They’re a lot more vicious,” said Charlie. He looked 
over his shoulder and dropped his voice.","['Hermione', 'Charlie']"
2116,"“They’re a lot more vicious,” said Charlie. He looked 
over his shoulder and dropped his voice. “Wish Dad 
would hurry up and get here.",['Charlie']
2120,"They all looked over at Mrs. Weasley. She was trying 
to talk to Madame Delacour while glancing repeatedly 
at the gate. 

 “I think we’d better start without Arthur,” she called 
to the garden at large after a moment or two.",['Arthur']
2121,"She was trying 
to talk to Madame Delacour while glancing repeatedly 
at the gate. 

 “I think we’d better start without Arthur,” she called 
to the garden at large after a moment or two. “He 
must have been held up at — oh!” 

",['Arthur']
2122,"“I think we’d better start without Arthur,” she called 
to the garden at large after a moment or two. “He 
must have been held up at — oh!” 

 They all saw it at the same time: a streak of light that 
came flying across the yard and onto the table, where 
it resolved itself into a bright silver weasel, which 
stood on its hind legs and spoke with Mr. Weasley’s 
voice. 

","['Arthur', 'Mr. Weasley']"
2123,"“He 
must have been held up at — oh!” 

 They all saw it at the same time: a streak of light that 
came flying across the yard and onto the table, where 
it resolved itself into a bright silver weasel, which 
stood on its hind legs and spoke with Mr. Weasley’s 
voice. 

 Page | 134 Harry Potter and the Deathly Hallows - J.K. Rowling 




“Minister of Magic coming with me.” 

","['Magic', 'Harry Potter', 'Mr. Weasley']"
2124,"They all saw it at the same time: a streak of light that 
came flying across the yard and onto the table, where 
it resolved itself into a bright silver weasel, which 
stood on its hind legs and spoke with Mr. Weasley’s 
voice. 

 Page | 134 Harry Potter and the Deathly Hallows - J.K. Rowling 




“Minister of Magic coming with me.” 

 The Patronus dissolved into thin air, leaving Fleur’s 
family peering in astonishment at the place where it 
had vanished. 

","['Magic', 'Fleur', 'Harry Potter', 'Mr. Weasley']"
2125,"Page | 134 Harry Potter and the Deathly Hallows - J.K. Rowling 




“Minister of Magic coming with me.” 

 The Patronus dissolved into thin air, leaving Fleur’s 
family peering in astonishment at the place where it 
had vanished. 

 “We shouldn’t be here,” said Lupin at once.","['Lupin', 'Magic', 'Fleur', 'Harry Potter']"
2126,"The Patronus dissolved into thin air, leaving Fleur’s 
family peering in astonishment at the place where it 
had vanished. 

 “We shouldn’t be here,” said Lupin at once. “Harry — 
I’m sorry — I’ll explain another time — ” 

He seized Tonks’s wrist and pulled her away; they 
reached the fence, climbed over it, and vanished from 
sight.","['Lupin', 'Harry', 'Fleur']"
2127,"“We shouldn’t be here,” said Lupin at once. “Harry — 
I’m sorry — I’ll explain another time — ” 

He seized Tonks’s wrist and pulled her away; they 
reached the fence, climbed over it, and vanished from 
sight. Mrs. Weasley looked bewildered. 

","['Lupin', 'Harry']"
2128,"“Harry — 
I’m sorry — I’ll explain another time — ” 

He seized Tonks’s wrist and pulled her away; they 
reached the fence, climbed over it, and vanished from 
sight. Mrs. Weasley looked bewildered. 

 “The Minister — but why — ?",['Harry']
2130,"“The Minister — but why — ? I don’t understand — ” 

 But there was no time to discuss the matter; a second 
later, Mr. Weasley had appeared out of thin air at the 
gate, accompanied by Rufus Scrimgeour, instantly 
recognizable by his mane of grizzled hair. 

","['Rufus Scrimgeour', 'Mr. Weasley']"
2131,"I don’t understand — ” 

 But there was no time to discuss the matter; a second 
later, Mr. Weasley had appeared out of thin air at the 
gate, accompanied by Rufus Scrimgeour, instantly 
recognizable by his mane of grizzled hair. 

 The two newcomers marched across the yard toward 
the garden and the lantern- lit table, where everybody 
sat in silence, watching them draw closer.","['Rufus Scrimgeour', 'Mr. Weasley']"
2132,"But there was no time to discuss the matter; a second 
later, Mr. Weasley had appeared out of thin air at the 
gate, accompanied by Rufus Scrimgeour, instantly 
recognizable by his mane of grizzled hair. 

 The two newcomers marched across the yard toward 
the garden and the lantern- lit table, where everybody 
sat in silence, watching them draw closer. As 
Scrimgeour came within range of the lantern light, 
Harry saw that he looked much older than the last 
time they had met, scraggy and grim. 

","['grim', 'Harry', 'Rufus Scrimgeour', 'Mr. Weasley']"
2133,"The two newcomers marched across the yard toward 
the garden and the lantern- lit table, where everybody 
sat in silence, watching them draw closer. As 
Scrimgeour came within range of the lantern light, 
Harry saw that he looked much older than the last 
time they had met, scraggy and grim. 

 “Sorry to intrude,” said Scrimgeour, as he limped to a 
halt before the table.","['grim', 'Harry']"
2134,"As 
Scrimgeour came within range of the lantern light, 
Harry saw that he looked much older than the last 
time they had met, scraggy and grim. 

 “Sorry to intrude,” said Scrimgeour, as he limped to a 
halt before the table. “Especially as I can see that I 
am gate-crashing a party.” 

","['grim', 'Harry']"
2137,"His eyes lingered for a moment on the giant Snitch 
cake. 

 “Many happy returns.” 

 “Thanks,” said Harry. 



",['Harry']
2138,"“Many happy returns.” 

 “Thanks,” said Harry. 



 Page | 135 Harry Potter and the Deathly Hallows - J.K. Rowling 




“I require a private word with you,” Scrimgeour went 
on.","['Harry', 'Harry Potter']"
2139,"“Thanks,” said Harry. 



 Page | 135 Harry Potter and the Deathly Hallows - J.K. Rowling 




“I require a private word with you,” Scrimgeour went 
on. “Also with Mr. Ronald Weasley and Miss 
Hermione Granger.” 

“Us?” said Ron, sounding surprised.","['Hermione Granger', 'Ron', 'Harry', 'Harry Potter']"
2140,"Page | 135 Harry Potter and the Deathly Hallows - J.K. Rowling 




“I require a private word with you,” Scrimgeour went 
on. “Also with Mr. Ronald Weasley and Miss 
Hermione Granger.” 

“Us?” said Ron, sounding surprised. “Why us?” 

“I shall tell you that when we are somewhere more 
private,” said Scrimgeour.","['Ron', 'Hermione Granger', 'Harry Potter']"
2141,"“Also with Mr. Ronald Weasley and Miss 
Hermione Granger.” 

“Us?” said Ron, sounding surprised. “Why us?” 

“I shall tell you that when we are somewhere more 
private,” said Scrimgeour. “Is there such a place?”","['Ron', 'Hermione Granger']"
2142,"“Why us?” 

“I shall tell you that when we are somewhere more 
private,” said Scrimgeour. “Is there such a place?” he 
demanded of Mr. Weasley. 

",['Mr. Weasley']
2143,"“Is there such a place?” he 
demanded of Mr. Weasley. 

 “Yes, of course,” said Mr. Weasley, who looked 
nervous.",['Mr. Weasley']
2144,"he 
demanded of Mr. Weasley. 

 “Yes, of course,” said Mr. Weasley, who looked 
nervous. “The, er, sitting room, why don’t you use 
that?” 

",['Mr. Weasley']
2145,"“Yes, of course,” said Mr. Weasley, who looked 
nervous. “The, er, sitting room, why don’t you use 
that?” 

 “You can lead the way,” Scrimgeour said to Ron. 
","['Ron', 'Mr. Weasley']"
2146,"“The, er, sitting room, why don’t you use 
that?” 

 “You can lead the way,” Scrimgeour said to Ron. 
 “There will be no need for you to accompany us, 
Arthur.” 

","['Ron', 'Arthur']"
2147,"“You can lead the way,” Scrimgeour said to Ron. 
 “There will be no need for you to accompany us, 
Arthur.” 

 Harry saw Mr. Weasley exchange a worried look with 
Mrs. Weasley as he, Ron, and Hermione stood up.","['Ron', 'Harry', 'Hermione', 'Mr. Weasley', 'Arthur']"
2148,"“There will be no need for you to accompany us, 
Arthur.” 

 Harry saw Mr. Weasley exchange a worried look with 
Mrs. Weasley as he, Ron, and Hermione stood up. As 
they led the way back to the house in silence, Harry 
knew that the other two were thinking the same as he 
was: Scrimgeour must, somehow, have learned that 
the three of them were planning to drop out of 
Hogwarts. 

","['Ron', 'Harry', 'Hermione', 'Mr. Weasley', 'Arthur']"
2149,"Harry saw Mr. Weasley exchange a worried look with 
Mrs. Weasley as he, Ron, and Hermione stood up. As 
they led the way back to the house in silence, Harry 
knew that the other two were thinking the same as he 
was: Scrimgeour must, somehow, have learned that 
the three of them were planning to drop out of 
Hogwarts. 

 Scrimgeour did not speak as they all passed through 
the messy kitchen and into the Burrow’s sitting room. 
","['Hermione', 'Ron', 'Harry', 'Mr. Weasley']"
2150,"As 
they led the way back to the house in silence, Harry 
knew that the other two were thinking the same as he 
was: Scrimgeour must, somehow, have learned that 
the three of them were planning to drop out of 
Hogwarts. 

 Scrimgeour did not speak as they all passed through 
the messy kitchen and into the Burrow’s sitting room. 
 Although the garden had been full of soft golden 
evening light, it was already dark in here: Harry 
flicked his wand at the oil lamps as he entered and 
they illuminated the shabby but cozy room. 
",['Harry']
2151,"Scrimgeour did not speak as they all passed through 
the messy kitchen and into the Burrow’s sitting room. 
 Although the garden had been full of soft golden 
evening light, it was already dark in here: Harry 
flicked his wand at the oil lamps as he entered and 
they illuminated the shabby but cozy room. 
 Scrimgeour sat himself in the sagging armchair that 
Mr. Weasley normally occupied, leaving Harry, Ron, 
and Hermione to squeeze side by side onto the sofa. 
","['Hermione', 'Ron', 'Harry', 'Mr. Weasley']"
2152,"Although the garden had been full of soft golden 
evening light, it was already dark in here: Harry 
flicked his wand at the oil lamps as he entered and 
they illuminated the shabby but cozy room. 
 Scrimgeour sat himself in the sagging armchair that 
Mr. Weasley normally occupied, leaving Harry, Ron, 
and Hermione to squeeze side by side onto the sofa. 
 Once they had done so, Scrimgeour spoke. 

","['Hermione', 'Ron', 'Harry', 'Mr. Weasley']"
2153,"Scrimgeour sat himself in the sagging armchair that 
Mr. Weasley normally occupied, leaving Harry, Ron, 
and Hermione to squeeze side by side onto the sofa. 
 Once they had done so, Scrimgeour spoke. 

 “I have some questions for the three of you, and I 
think it will be best if we do it individually.","['Hermione', 'Ron', 'Harry', 'Mr. Weasley']"
2154,"Once they had done so, Scrimgeour spoke. 

 “I have some questions for the three of you, and I 
think it will be best if we do it individually. If you two” 

Page | 136 Harry Potter and the Deathly Hallows - J.K. Rowling 




— he pointed at Harry and Hermione — “can wait 
upstairs, I will start with Ronald.” 

","['Hermione', 'Ron', 'Harry', 'Harry Potter']"
2155,"“I have some questions for the three of you, and I 
think it will be best if we do it individually. If you two” 

Page | 136 Harry Potter and the Deathly Hallows - J.K. Rowling 




— he pointed at Harry and Hermione — “can wait 
upstairs, I will start with Ronald.” 

 “We’re not going anywhere,” said Harry, while 
Hermione nodded vigorously.","['Hermione', 'Ron', 'Harry', 'Harry Potter']"
2156,"If you two” 

Page | 136 Harry Potter and the Deathly Hallows - J.K. Rowling 




— he pointed at Harry and Hermione — “can wait 
upstairs, I will start with Ronald.” 

 “We’re not going anywhere,” said Harry, while 
Hermione nodded vigorously. “You can speak to us 
together, or not at all.” 

","['Hermione', 'Ron', 'Harry', 'Harry Potter']"
2157,"“We’re not going anywhere,” said Harry, while 
Hermione nodded vigorously. “You can speak to us 
together, or not at all.” 

 Scrimgeour gave Harry a cold, appraising look.","['Hermione', 'Harry']"
2158,"“You can speak to us 
together, or not at all.” 

 Scrimgeour gave Harry a cold, appraising look. Harry 
had the impression that the Minister was wondering 
whether it was worthwhile opening hostilities this 
early. 

",['Harry']
2159,"Scrimgeour gave Harry a cold, appraising look. Harry 
had the impression that the Minister was wondering 
whether it was worthwhile opening hostilities this 
early. 

 “Very well then, together,” he said, shrugging.",['Harry']
2160,"Harry 
had the impression that the Minister was wondering 
whether it was worthwhile opening hostilities this 
early. 

 “Very well then, together,” he said, shrugging. He 
cleared his throat.",['Harry']
2161,"“Very well then, together,” he said, shrugging. He 
cleared his throat. “I am here, as I’m sure you know, 
because of Albus Dumbledore’s will.” 

",['Albus Dumbledore']
2162,"He 
cleared his throat. “I am here, as I’m sure you know, 
because of Albus Dumbledore’s will.” 

 Harry, Ron, and Hermione looked at one another. 

","['Hermione', 'Albus Dumbledore', 'Ron', 'Harry']"
2163,"“I am here, as I’m sure you know, 
because of Albus Dumbledore’s will.” 

 Harry, Ron, and Hermione looked at one another. 

 “A surprise, apparently!","['Hermione', 'Albus Dumbledore', 'Ron', 'Harry']"
2164,"Harry, Ron, and Hermione looked at one another. 

 “A surprise, apparently! You were not aware then that 
Dumbledore had left you anything?” 

","['Hermione', 'Ron', 'Harry', 'Dumbledore']"
2165,"“A surprise, apparently! You were not aware then that 
Dumbledore had left you anything?” 

 “A-all of us?” said Ron.","['Ron', 'Dumbledore']"
2166,"You were not aware then that 
Dumbledore had left you anything?” 

 “A-all of us?” said Ron. “Me and Hermione too?” 

","['Hermione', 'Ron', 'Dumbledore']"
2167,"“A-all of us?” said Ron. “Me and Hermione too?” 

 “Yes, all of—” 

But Harry interrupted. 

","['Hermione', 'Ron', 'Harry']"
2168,"“Me and Hermione too?” 

 “Yes, all of—” 

But Harry interrupted. 

 “Dumbledore died over a month ago.","['Hermione', 'Harry', 'Dumbledore']"
